"","sim","method","observed","value","n","N"
"104",8,"Diffusion_mutation","recoverable",0.660289181187349,5,200
"105",8,"scifil","observed",0.500491430180103,5,200
"106",8,"scifil","recoverable",0.357792167145854,5,200
"107",8,"fitclone","observed",0.73489880887205,5,200
"108",8,"fitclone","recoverable",0.587416860951226,5,200
"109",9,"freq","observed",0.766811580507233,5,200
"110",9,"freq","recoverable",0.473231795602731,5,200
"111",9,"fitree","observed",0.316260981474733,5,200
"112",9,"fitree","recoverable",0.157215254989852,5,200
"113",9,"Diffusion_subclone","observed",0.839841254841255,5,200
"114",9,"Diffusion_subclone","recoverable",0.494831587103271,5,200
"115",9,"Diffusion_mutation","observed",0.730296743340222,5,200
"116",9,"Diffusion_mutation","recoverable",0.391660462481985,5,200
"117",9,"scifil","observed",0.200831604418561,5,200
"118",9,"scifil","recoverable",-0.00190126438098051,5,200
"119",9,"fitclone","observed",0.675524487589705,5,200
"120",9,"fitclone","recoverable",0.426104977783372,5,200
"121",10,"freq","observed",0.173205080756888,5,200
"122",10,"freq","recoverable",0.450570386061768,5,200
"123",10,"fitree","observed",0.866025403784439,5,200
"124",10,"fitree","recoverable",0.795815767589031,5,200
"125",10,"Diffusion_subclone","observed",0.259807621135332,5,200
"126",10,"Diffusion_subclone","recoverable",0.471933637125042,5,200
"127",10,"Diffusion_mutation","observed",0.866025403784439,5,200
"128",10,"Diffusion_mutation","recoverable",0.607383262164016,5,200
"129",10,"scifil","observed",0.519615242270663,5,200
"130",10,"scifil","recoverable",0.0921417332694637,5,200
"131",10,"fitclone","observed",0.433012701892219,5,200
"132",10,"fitclone","recoverable",0.514660139251589,5,200
"133",11,"freq","observed",0.185864075456917,5,200
"134",11,"freq","recoverable",0.171054033099529,5,200
"135",11,"fitree","observed",0.931439696746815,5,200
"136",11,"fitree","recoverable",0.765707258127768,5,200
"137",11,"Diffusion_subclone","observed",0.185864075456917,5,200
"138",11,"Diffusion_subclone","recoverable",0.171054033099529,5,200
"139",11,"Diffusion_mutation","observed",0.410857429957396,5,200
"140",11,"Diffusion_mutation","recoverable",0.408816452814629,5,200
"141",11,"scifil","observed",0.635850784457874,5,200
"142",11,"scifil","recoverable",0.539887376617793,5,200
"143",11,"fitclone","observed",0.0880408778480133,5,200
"144",11,"fitclone","recoverable",0.148880362142182,5,200
"145",12,"freq","observed",0.912870929175277,5,200
"146",12,"freq","recoverable",0.599802802774572,5,200
"147",12,"fitree","observed",0.935414346693485,5,200
"148",12,"fitree","recoverable",0.559112872429743,5,200
"149",12,"Diffusion_subclone","observed",0.912870929175277,5,200
"150",12,"Diffusion_subclone","recoverable",0.599802802774572,5,200
"151",12,"Diffusion_mutation","observed",0.912870929175277,5,200
"152",12,"Diffusion_mutation","recoverable",0.627760748973271,5,200
"153",12,"scifil","observed",0.756378769888086,5,200
"154",12,"scifil","recoverable",0.135831273169655,5,200
"155",12,"fitclone","observed",-0.730296743340222,5,200
"156",12,"fitclone","recoverable",0.247660512113372,5,200
"157",13,"freq","observed",0.819517976717354,5,200
"158",13,"freq","recoverable",0.929374451553064,5,200
"159",13,"fitree","observed",0.845742551972309,5,200
"160",13,"fitree","recoverable",0.746217659949093,5,200
"161",13,"Diffusion_subclone","observed",0.822012709966717,5,200
"162",13,"Diffusion_subclone","recoverable",0.930236180483256,5,200
"163",13,"Diffusion_mutation","observed",0.694739889871316,5,200
"164",13,"Diffusion_mutation","recoverable",0.419484281196756,5,200
"165",13,"scifil","observed",0.845742551972309,5,200
"166",13,"scifil","recoverable",0.0839617386716568,5,200
"167",13,"fitclone","observed",-0.00655614381373883,5,200
"168",13,"fitclone","recoverable",0.695172089761692,5,200
"169",14,"freq","observed",-0.124700340305104,5,200
"170",14,"freq","recoverable",0.0709537184646713,5,200
"171",14,"fitree","observed",0.854564096796743,5,200
"172",14,"fitree","recoverable",0.701035263061575,5,200
"173",14,"Diffusion_subclone","observed",-0.0788546269576394,5,200
"174",14,"Diffusion_subclone","recoverable",0.101665029441917,5,200
"175",14,"Diffusion_mutation","observed",0.660178272203492,5,200
"176",14,"Diffusion_mutation","recoverable",0.660514176456985,5,200
"177",14,"scifil","observed",0.784878612508596,5,200
"178",14,"scifil","recoverable",0.598161638199446,5,200
"179",14,"fitclone","observed",0.561151531372968,5,200
"180",14,"fitclone","recoverable",0.537533119085614,5,200
"181",15,"freq","observed",0.725728569912019,5,200
"182",15,"freq","recoverable",0.436546024008574,5,200
"183",15,"fitree","observed",0.673266263653319,5,200
"184",15,"fitree","recoverable",0.238798295187895,5,200
"185",15,"Diffusion_subclone","observed",0.629547675104402,5,200
"186",15,"Diffusion_subclone","recoverable",0.406508453549268,5,200
"187",15,"Diffusion_mutation","observed",0.725728569912019,5,200
"188",15,"Diffusion_mutation","recoverable",0.492484876299221,5,200
"189",15,"scifil","observed",0.236080378164151,5,200
"190",15,"scifil","recoverable",0.236547853970492,5,200
"191",15,"fitclone","observed",-0.0174874354195667,5,200
"192",15,"fitclone","recoverable",0.126157795929083,5,200
"193",16,"freq","observed",0.356019662378358,5,200
"194",16,"freq","recoverable",0.679307903286728,5,200
"195",16,"fitree","observed",0.867227382716513,5,200
"196",16,"fitree","recoverable",0.83638525814091,5,200
"197",16,"Diffusion_subclone","observed",0.356019662378358,5,200
"198",16,"Diffusion_subclone","recoverable",0.679307903286728,5,200
"199",16,"Diffusion_mutation","observed",0.912870929175277,5,200
"200",16,"Diffusion_mutation","recoverable",0.843704369522548,5,200
"201",16,"scifil","observed",0.483821592462897,5,200
"202",16,"scifil","recoverable",0.158561610049481,5,200
"203",16,"fitclone","observed",-0.456435464587638,5,200
"204",16,"fitclone","recoverable",0.43467618811502,5,200
"205",17,"freq","observed",0.538503437535554,5,200
"206",17,"freq","recoverable",0.462346455609043,5,200
"207",17,"fitree","observed",0.959547657658062,5,200
"208",17,"fitree","recoverable",0.846897282854491,5,200
"209",17,"Diffusion_subclone","observed",0.538503437535554,5,200
"210",17,"Diffusion_subclone","recoverable",0.462346455609043,5,200
"211",17,"Diffusion_mutation","observed",0.422158032189649,5,200
"212",17,"Diffusion_mutation","recoverable",0.417399431082355,5,200
"213",17,"scifil","observed",0.285090055165881,5,200
"214",17,"scifil","recoverable",0.302059096539399,5,200
"215",17,"fitclone","observed",0.419404936459815,5,200
"216",17,"fitclone","recoverable",0.429739961693621,5,200
"217",18,"freq","observed",0.702362985828346,5,200
"218",18,"freq","recoverable",0.606056189208238,5,200
"219",18,"fitree","observed",0.290813231214437,5,200
"220",18,"fitree","recoverable",0.622332067187014,5,200
"221",18,"Diffusion_subclone","observed",0.740673694146256,5,200
"222",18,"Diffusion_subclone","recoverable",0.621448092426225,5,200
"223",18,"Diffusion_mutation","observed",0.778984402464165,5,200
"224",18,"Diffusion_mutation","recoverable",0.773908199930054,5,200
"225",18,"scifil","observed",0.0510809444238797,5,200
"226",18,"scifil","recoverable",-0.0930880146142282,5,200
"227",18,"fitclone","observed",-0.0383107083179098,5,200
"228",18,"fitclone","recoverable",0.380949604645178,5,200
"229",19,"freq","observed",-0.34279123020554,5,200
"230",19,"freq","recoverable",0.0729960875433533,5,200
"231",19,"fitree","observed",0.526256959047942,5,200
"232",19,"fitree","recoverable",0.622323636602365,5,200
"233",19,"Diffusion_subclone","observed",-0.34279123020554,5,200
"234",19,"Diffusion_subclone","recoverable",0.0729960875433533,5,200
"235",19,"Diffusion_mutation","observed",0.733862915369607,5,200
"236",19,"Diffusion_mutation","recoverable",0.478566190488607,5,200
"237",19,"scifil","observed",0.622817868964995,5,200
"238",19,"scifil","recoverable",0.285655788121107,5,200
"239",19,"fitclone","observed",0.149669410371433,5,200
"240",19,"fitclone","recoverable",0.312572990249743,5,200
"241",20,"freq","observed",0.559364719024081,5,200
"242",20,"freq","recoverable",0.266439489205809,5,200
"243",20,"fitree","observed",0.590629960296631,5,200
"244",20,"fitree","recoverable",0.326979411514857,5,200
"245",20,"Diffusion_subclone","observed",0.559364719024081,5,200
"246",20,"Diffusion_subclone","recoverable",0.266439489205809,5,200
"247",20,"Diffusion_mutation","observed",0.915324085675769,5,200
"248",20,"Diffusion_mutation","recoverable",0.648568389610666,5,200
"249",20,"scifil","observed",0.381385035698237,5,200
"250",20,"scifil","recoverable",0.245055669938121,5,200
"251",20,"fitclone","observed",-0.336890114866776,5,200
"252",20,"fitclone","recoverable",-0.116332734723663,5,200
"253",21,"freq","observed",0.912870929175277,5,200
"254",21,"freq","recoverable",0.557718090374538,5,200
"255",21,"fitree","observed",0.912870929175277,5,200
"256",21,"fitree","recoverable",0.626666123396566,5,200
"257",21,"Diffusion_subclone","observed",0.912870929175277,5,200
"258",21,"Diffusion_subclone","recoverable",0.557718090374538,5,200
"259",21,"Diffusion_mutation","observed",0.912870929175277,5,200
"260",21,"Diffusion_mutation","recoverable",0.465524326702412,5,200
"261",21,"scifil","observed",0.684653196881458,5,200
"262",21,"scifil","recoverable",0.344488001759785,5,200
"263",21,"fitclone","observed",0.0456435464587638,5,200
"264",21,"fitclone","recoverable",0.313476030107068,5,200
"265",22,"freq","observed",0.498039208132827,5,200
"266",22,"freq","recoverable",0.396054939400737,5,200
"267",22,"fitree","observed",0.289056035482373,5,200
"268",22,"fitree","recoverable",0.501862290191101,5,200
"269",22,"Diffusion_subclone","observed",0.702362985828346,5,200
"270",22,"Diffusion_subclone","recoverable",0.468760677068505,5,200
"271",22,"Diffusion_mutation","observed",0.778984402464165,5,200
"272",22,"Diffusion_mutation","recoverable",0.613511974244068,5,200
"273",22,"scifil","observed",0.0510809444238797,5,200
"274",22,"scifil","recoverable",0.230520771387564,5,200
"275",22,"fitclone","observed",-0.600201096980586,5,200
"276",22,"fitclone","recoverable",0.019133088859939,5,200
"277",23,"freq","observed",0.657375735133917,5,200
"278",23,"freq","recoverable",0.540623157022322,5,200
"279",23,"fitree","observed",0.498011920555997,5,200
"280",23,"fitree","recoverable",0.0824114552528511,5,200
"281",23,"Diffusion_subclone","observed",0.657375735133917,5,200
"282",23,"Diffusion_subclone","recoverable",0.540623157022322,5,200
"283",23,"Diffusion_mutation","observed",0.278886675511358,5,200
"284",23,"Diffusion_mutation","recoverable",0.18460367521516,5,200
"285",23,"scifil","observed",-0.199204768222399,5,200
"286",23,"scifil","recoverable",-0.38028357094323,5,200
"287",23,"fitclone","observed",0.358568582800318,5,200
"288",23,"fitclone","recoverable",0.498574689253919,5,200
"289",24,"freq","observed",0.770469621836709,5,200
"290",24,"freq","recoverable",0.596202028395548,5,200
"291",24,"fitree","observed",0.826166221005628,5,200
"292",24,"fitree","recoverable",0.472688522142303,5,200
"293",24,"Diffusion_subclone","observed",0.789035154893015,5,200
"294",24,"Diffusion_subclone","recoverable",0.6053275696465,5,200
"295",24,"Diffusion_mutation","observed",0.449943351459479,5,200
"296",24,"Diffusion_mutation","recoverable",0.446336549142068,5,200
"297",24,"scifil","observed",0.682283339819254,5,200
"298",24,"scifil","recoverable",0.398571765404698,5,200
"299",24,"fitclone","observed",0.422365877030967,5,200
"300",24,"fitclone","recoverable",0.483091215927883,5,200
"301",25,"freq","observed",0.662112705415252,5,200
"302",25,"freq","recoverable",0.515211843769545,5,200
"303",25,"fitree","observed",0.907872662063022,5,200
"304",25,"fitree","recoverable",0.552288242246615,5,200
"305",25,"Diffusion_subclone","observed",0.663622656533376,5,200
"306",25,"Diffusion_subclone","recoverable",0.515542001985915,5,200
"307",25,"Diffusion_mutation","observed",0.767441860465116,5,200
"308",25,"Diffusion_mutation","recoverable",0.644597252536441,5,200
"309",25,"scifil","observed",0.71269075930114,5,200
"310",25,"scifil","recoverable",0.435392883342213,5,200
"311",25,"fitclone","observed",0.740278788693442,5,200
"312",25,"fitclone","recoverable",0.532912373371444,5,200
"313",26,"freq","observed",0.50725933311735,5,200
"314",26,"freq","recoverable",0.460157009111793,5,200
"315",26,"fitree","observed",0.735883257902635,5,200
"316",26,"fitree","recoverable",0.704641834856771,5,200
"317",26,"Diffusion_subclone","observed",0.461627846777549,5,200
"318",26,"Diffusion_subclone","recoverable",0.436998827543673,5,200
"319",26,"Diffusion_mutation","observed",0.0287290647288953,5,200
"320",26,"Diffusion_mutation","recoverable",-0.121379998466497,5,200
"321",26,"scifil","observed",0.350080384827467,5,200
"322",26,"scifil","recoverable",0.0108309601421882,5,200
"323",26,"fitclone","observed",0.378658375425628,5,200
"324",26,"fitclone","recoverable",0.40218447253078,5,200
"325",27,"freq","observed",0.421717356122895,5,200
"326",27,"freq","recoverable",0.545570195423233,5,200
"327",27,"fitree","observed",0.80001469278309,5,200
"328",27,"fitree","recoverable",0.572997795785764,5,200
"329",27,"Diffusion_subclone","observed",0.469171558408555,5,200
"330",27,"Diffusion_subclone","recoverable",0.555508019574863,5,200
"331",27,"Diffusion_mutation","observed",0.841463414634146,5,200
"332",27,"Diffusion_mutation","recoverable",0.567593076434387,5,200
"333",27,"scifil","observed",0.96392538542376,5,200
"334",27,"scifil","recoverable",0.743477299385952,5,200
"335",27,"fitclone","observed",0.289177615627128,5,200
"336",27,"fitclone","recoverable",0.4955326922927,5,200
"337",28,"freq","observed",0.66688592885535,5,200
"338",28,"freq","recoverable",0.702949755916105,5,200
"339",28,"fitree","observed",0.927252150280077,5,200
"340",28,"fitree","recoverable",0.75494507888012,5,200
"341",28,"Diffusion_subclone","observed",0.648217938390239,5,200
"342",28,"Diffusion_subclone","recoverable",0.69802460014937,5,200
"343",28,"Diffusion_mutation","observed",0.949029975678768,5,200
"344",28,"Diffusion_mutation","recoverable",0.85667329709569,5,200
"345",28,"scifil","observed",0.923380516876639,5,200
"346",28,"scifil","recoverable",0.716311690004133,5,200
"347",28,"fitclone","observed",-0.572837913247544,5,200
"348",28,"fitclone","recoverable",0.361266205009718,5,200
"349",29,"freq","observed",0.454083040271924,5,200
"350",29,"freq","recoverable",0.520282685659502,5,200
"351",29,"fitree","observed",0.942891578332222,5,200
"352",29,"fitree","recoverable",0.739485393662691,5,200
"353",29,"Diffusion_subclone","observed",0.500736799735603,5,200
"354",29,"Diffusion_subclone","recoverable",0.544950615151942,5,200
"355",29,"Diffusion_mutation","observed",0.853623736596627,5,200
"356",29,"Diffusion_mutation","recoverable",0.762618597168571,5,200
"357",29,"scifil","observed",0.65465959793805,5,200
"358",29,"scifil","recoverable",0.589005526311375,5,200
"359",29,"fitclone","observed",-0.295293265452908,5,200
"360",29,"fitclone","recoverable",0.154712357366375,5,200
"361",30,"freq","observed",0.282564191203016,5,200
"362",30,"freq","recoverable",0.566547931469717,5,200
"363",30,"fitree","observed",0.870282191754461,5,200
"364",30,"fitree","recoverable",0.904059339362422,5,200
"365",30,"Diffusion_subclone","observed",0.306634975033666,5,200
"366",30,"Diffusion_subclone","recoverable",0.58817557298841,5,200
"367",30,"Diffusion_mutation","observed",0.83997049101265,5,200
"368",30,"Diffusion_mutation","recoverable",0.87901140188153,5,200
"369",30,"scifil","observed",0.914836539835506,5,200
"370",30,"scifil","recoverable",0.828001003575249,5,200
"371",30,"fitclone","observed",-0.243396877570915,5,200
"372",30,"fitclone","recoverable",0.247667783167518,5,200
"373",31,"freq","observed",-0.315432223206802,5,200
"374",31,"freq","recoverable",0.0306502969682695,5,200
"375",31,"fitree","observed",0.936738117402019,5,200
"376",31,"fitree","recoverable",0.644460187074232,5,200
"377",31,"Diffusion_subclone","observed",-0.0860269699654915,5,200
"378",31,"Diffusion_subclone","recoverable",0.126599052695026,5,200
"379",31,"Diffusion_mutation","observed",0.836373319108945,5,200
"380",31,"Diffusion_mutation","recoverable",0.57233698122788,5,200
"381",31,"scifil","observed",0.76946345358023,5,200
"382",31,"scifil","recoverable",0.564514607908136,5,200
"383",31,"fitclone","observed",0.0621305894195216,5,200
"384",31,"fitclone","recoverable",0.181236538594985,5,200
"385",32,"freq","observed",0.367840391897362,5,200
"386",32,"freq","recoverable",0.567281266370598,5,200
"387",32,"fitree","observed",0.905806965047255,5,200
"388",32,"fitree","recoverable",0.816713252513915,5,200
"389",32,"Diffusion_subclone","observed",0.367840391897362,5,200
"390",32,"Diffusion_subclone","recoverable",0.567281266370598,5,200
"391",32,"Diffusion_mutation","observed",0.620730661326799,5,200
"392",32,"Diffusion_mutation","recoverable",0.415926089913,5,200
"393",32,"scifil","observed",0.855228911161367,5,200
"394",32,"scifil","recoverable",0.546290983766328,5,200
"395",32,"fitclone","observed",0.354046377201211,5,200
"396",32,"fitclone","recoverable",0.522863270122341,5,200
"397",33,"freq","observed",0.566314906695413,5,200
"398",33,"freq","recoverable",0.570155181651714,5,200
"399",33,"fitree","observed",0.972161859928749,5,200
"400",33,"fitree","recoverable",0.870055933234942,5,200
"401",33,"Diffusion_subclone","observed",0.56290406544725,5,200
"402",33,"Diffusion_subclone","recoverable",0.569063787270568,5,200
"403",33,"Diffusion_mutation","observed",0.846451274593135,5,200
"404",33,"Diffusion_mutation","recoverable",0.870978187548019,5,200
"405",33,"scifil","observed",0.934559082477652,5,200
"406",33,"scifil","recoverable",0.562219955391378,5,200
"407",33,"fitclone","observed",-0.203930505099996,5,200
"408",33,"fitclone","recoverable",0.167426572123737,5,200
"409",34,"freq","observed",0.0815532024677328,5,200
"410",34,"freq","recoverable",0.306698126474155,5,200
"411",34,"fitree","observed",0.878265257344814,5,200
"412",34,"fitree","recoverable",0.705722721605463,5,200
"413",34,"Diffusion_subclone","observed",0.0815532024677328,5,200
"414",34,"Diffusion_subclone","recoverable",0.306698126474155,5,200
"415",34,"Diffusion_mutation","observed",0.834351994477574,5,200
"416",34,"Diffusion_mutation","recoverable",0.793541224986597,5,200
"417",34,"scifil","observed",0.733978822209595,5,200
"418",34,"scifil","recoverable",0.438693545134099,5,200
"419",34,"fitclone","observed",0.244659607403198,5,200
"420",34,"fitclone","recoverable",0.346668809623669,5,200
"421",35,"freq","observed",0.801001878914814,5,200
"422",35,"freq","recoverable",0.705297224870676,5,200
"423",35,"fitree","observed",0.271018509782825,5,200
"424",35,"fitree","recoverable",0.521751141479378,5,200
"425",35,"Diffusion_subclone","observed",0.901127113779166,5,200
"426",35,"Diffusion_subclone","recoverable",0.74220231221856,5,200
"427",35,"Diffusion_mutation","observed",0.801001878914814,5,200
"428",35,"Diffusion_mutation","recoverable",0.774137417336287,5,200
"429",35,"scifil","observed",0.350438322025231,5,200
"430",35,"scifil","recoverable",0.15366044213459,5,200
"431",35,"fitclone","observed",-0.600751409186111,5,200
"432",35,"fitclone","recoverable",0.301391546674388,5,200
"433",36,"freq","observed",0.548477503419971,5,200
"434",36,"freq","recoverable",0.723408092776026,5,200
"435",36,"fitree","observed",0.888695136474257,5,200
"436",36,"fitree","recoverable",0.863210666554322,5,200
"437",36,"Diffusion_subclone","observed",0.522014474909692,5,200
"438",36,"Diffusion_subclone","recoverable",0.712154812574958,5,200
"439",36,"Diffusion_mutation","observed",0.73968160854019,5,200
"440",36,"Diffusion_mutation","recoverable",0.632108217976555,5,200
"441",36,"scifil","observed",0.71570226332584,5,200
"442",36,"scifil","recoverable",0.601428555832672,5,200
"443",36,"fitclone","observed",0.45202248210053,5,200
"444",36,"fitclone","recoverable",0.62673994154534,5,200
"445",37,"freq","observed",-0.176406508420533,5,200
"446",37,"freq","recoverable",0.187095936812847,5,200
"447",37,"fitree","observed",0.813862551746078,5,200
"448",37,"fitree","recoverable",0.831240519268504,5,200
"449",37,"Diffusion_subclone","observed",-0.143517159392976,5,200
"450",37,"Diffusion_subclone","recoverable",0.210260195656342,5,200
"451",37,"Diffusion_mutation","observed",0.633867453985644,5,200
"452",37,"Diffusion_mutation","recoverable",0.711494894828441,5,200
"453",37,"scifil","observed",0.861102956357856,5,200
"454",37,"scifil","recoverable",0.853793873794129,5,200
"455",37,"fitclone","observed",-0.639847335627018,5,200
"456",37,"fitclone","recoverable",-0.140767419125856,5,200
"457",38,"freq","observed",-0.220745158798374,5,200
"458",38,"freq","recoverable",0.446066320580425,5,200
"459",38,"fitree","observed",0.788892534722059,5,200
"460",38,"fitree","recoverable",0.822327968679308,5,200
"461",38,"Diffusion_subclone","observed",-0.200439127978437,5,200
"462",38,"Diffusion_subclone","recoverable",0.456488195987727,5,200
"463",38,"Diffusion_mutation","observed",0.531339780336677,5,200
"464",38,"Diffusion_mutation","recoverable",0.642926263329703,5,200
"465",38,"scifil","observed",0.647760384014902,5,200
"466",38,"scifil","recoverable",0.394076595118179,5,200
"467",38,"fitclone","observed",-0.0759942349961617,5,200
"468",38,"fitclone","recoverable",0.513995201887088,5,200
"469",39,"freq","observed",0.103310573222446,5,200
"470",39,"freq","recoverable",0.224114212951086,5,200
"471",39,"fitree","observed",0.94348692171824,5,200
"472",39,"fitree","recoverable",0.90732768273655,5,200
"473",39,"Diffusion_subclone","observed",0.206621146444892,5,200
"474",39,"Diffusion_subclone","recoverable",0.295249440952626,5,200
"475",39,"Diffusion_mutation","observed",0.897288397809357,5,200
"476",39,"Diffusion_mutation","recoverable",0.81882001694245,5,200
"477",39,"scifil","observed",0.880006930943002,5,200
"478",39,"scifil","recoverable",0.75839763380252,5,200
"479",39,"fitclone","observed",0.433157584113387,5,200
"480",39,"fitclone","recoverable",0.449758215751668,5,200
"481",40,"freq","observed",0.329663540051289,5,200
"482",40,"freq","recoverable",0.532089226285701,5,200
"483",40,"fitree","observed",0.919469737558018,5,200
"484",40,"fitree","recoverable",0.868062616843404,5,200
"485",40,"Diffusion_subclone","observed",0.280326139499396,5,200
"486",40,"Diffusion_subclone","recoverable",0.509500532716968,5,200
"487",40,"Diffusion_mutation","observed",0.61223228866668,5,200
"488",40,"Diffusion_mutation","recoverable",0.748605007931958,5,200
"489",40,"scifil","observed",0.771457535902337,5,200
"490",40,"scifil","recoverable",0.747353160092607,5,200
"491",40,"fitclone","observed",-0.46870530524299,5,200
"492",40,"fitclone","recoverable",-0.0200788387277623,5,200
"493",41,"freq","observed",0.609742892884172,5,200
"494",41,"freq","recoverable",0.569898314206797,5,200
"495",41,"fitree","observed",0.482418151324422,5,200
"496",41,"fitree","recoverable",0.49341641979828,5,200
