"","sim","method","metric","observed","value","n","N"
"464",57,"Diffusion","sign","recoverable",0.666666666666667,10,200
"465",58,"FiTree","mae","observed",0.159293366804063,10,200
"466",58,"FiTree","mae","recoverable",0.17113993423895,10,200
"467",58,"FiTree","sign","observed",0.85,10,200
"468",58,"FiTree","sign","recoverable",0.702127659574468,10,200
"469",58,"Diffusion","mae","observed",0.390079586399639,10,200
"470",58,"Diffusion","mae","recoverable",2.96408678287439,10,200
"471",58,"Diffusion","sign","observed",0.7,10,200
"472",58,"Diffusion","sign","recoverable",0.531914893617021,10,200
"473",59,"FiTree","mae","observed",0.161009727540256,10,200
"474",59,"FiTree","mae","recoverable",0.18561338792342,10,200
"475",59,"FiTree","sign","observed",0.869565217391304,10,200
"476",59,"FiTree","sign","recoverable",0.686274509803922,10,200
"477",59,"Diffusion","mae","observed",0.377374676928608,10,200
"478",59,"Diffusion","mae","recoverable",3.53576035987185,10,200
"479",59,"Diffusion","sign","observed",0.652173913043478,10,200
"480",59,"Diffusion","sign","recoverable",0.411764705882353,10,200
"481",60,"FiTree","mae","observed",0.219672614555088,10,200
"482",60,"FiTree","mae","recoverable",0.182376648951747,10,200
"483",60,"FiTree","sign","observed",0.742857142857143,10,200
"484",60,"FiTree","sign","recoverable",0.621212121212121,10,200
"485",60,"Diffusion","mae","observed",0.399605105901148,10,200
"486",60,"Diffusion","mae","recoverable",0.42845949537218,10,200
"487",60,"Diffusion","sign","observed",0.742857142857143,10,200
"488",60,"Diffusion","sign","recoverable",0.606060606060606,10,200
"489",61,"FiTree","mae","observed",0.281489024197254,10,200
"490",61,"FiTree","mae","recoverable",0.284198938122681,10,200
"491",61,"FiTree","sign","observed",1,10,200
"492",61,"FiTree","sign","recoverable",0.721311475409836,10,200
"493",61,"Diffusion","mae","observed",0.379853991995437,10,200
"494",61,"Diffusion","mae","recoverable",0.516301067066995,10,200
"495",61,"Diffusion","sign","observed",0.9,10,200
"496",61,"Diffusion","sign","recoverable",0.704918032786885,10,200
"497",62,"FiTree","mae","observed",0.129299011176682,10,200
"498",62,"FiTree","mae","recoverable",0.219926679872205,10,200
"499",62,"FiTree","sign","observed",0.866666666666667,10,200
"500",62,"FiTree","sign","recoverable",0.603174603174603,10,200
"501",62,"Diffusion","mae","observed",0.540516765894907,10,200
"502",62,"Diffusion","mae","recoverable",2.53893983087844,10,200
"503",62,"Diffusion","sign","observed",0.733333333333333,10,200
"504",62,"Diffusion","sign","recoverable",0.507936507936508,10,200
"505",63,"FiTree","mae","observed",0.545791288386771,10,200
"506",63,"FiTree","mae","recoverable",0.371197697287367,10,200
"507",63,"FiTree","sign","observed",0.85,10,200
"508",63,"FiTree","sign","recoverable",0.647887323943662,10,200
"509",63,"Diffusion","mae","observed",0.363067593989589,10,200
"510",63,"Diffusion","mae","recoverable",0.918502792250402,10,200
"511",63,"Diffusion","sign","observed",0.875,10,200
"512",63,"Diffusion","sign","recoverable",0.647887323943662,10,200
"513",64,"FiTree","mae","observed",0.66002010262302,10,200
"514",64,"FiTree","mae","recoverable",0.378432755460922,10,200
"515",64,"FiTree","sign","observed",0.678571428571429,10,200
"516",64,"FiTree","sign","recoverable",0.461538461538462,10,200
"517",64,"Diffusion","mae","observed",0.443072402948535,10,200
"518",64,"Diffusion","mae","recoverable",1.70421391064323,10,200
"519",64,"Diffusion","sign","observed",0.714285714285714,10,200
"520",64,"Diffusion","sign","recoverable",0.446153846153846,10,200
"521",65,"FiTree","mae","observed",0.266986129084143,10,200
"522",65,"FiTree","mae","recoverable",0.268917919576575,10,200
"523",65,"FiTree","sign","observed",0.954545454545455,10,200
"524",65,"FiTree","sign","recoverable",0.685714285714286,10,200
"525",65,"Diffusion","mae","observed",0.414578013660618,10,200
"526",65,"Diffusion","mae","recoverable",0.459342921235284,10,200
"527",65,"Diffusion","sign","observed",0.840909090909091,10,200
"528",65,"Diffusion","sign","recoverable",0.671428571428571,10,200
"529",66,"FiTree","mae","observed",0.392193167798317,10,200
"530",66,"FiTree","mae","recoverable",0.356326033382016,10,200
"531",66,"FiTree","sign","observed",0.777777777777778,10,200
"532",66,"FiTree","sign","recoverable",0.544117647058823,10,200
"533",66,"Diffusion","mae","observed",0.497445950299709,10,200
"534",66,"Diffusion","mae","recoverable",0.570285885064895,10,200
"535",66,"Diffusion","sign","observed",0.694444444444444,10,200
"536",66,"Diffusion","sign","recoverable",0.5,10,200
"537",67,"FiTree","mae","observed",1.02097382316629,10,200
"538",67,"FiTree","mae","recoverable",0.700048657648726,10,200
"539",67,"FiTree","sign","observed",0.840909090909091,10,200
"540",67,"FiTree","sign","recoverable",0.618421052631579,10,200
"541",67,"Diffusion","mae","observed",0.552665388524508,10,200
"542",67,"Diffusion","mae","recoverable",1.04795233663363,10,200
"543",67,"Diffusion","sign","observed",0.840909090909091,10,200
"544",67,"Diffusion","sign","recoverable",0.644736842105263,10,200
"545",68,"FiTree","mae","observed",0.590637618546145,10,200
"546",68,"FiTree","mae","recoverable",0.408327701038803,10,200
"547",68,"FiTree","sign","observed",0.904761904761905,10,200
"548",68,"FiTree","sign","recoverable",0.736111111111111,10,200
"549",68,"Diffusion","mae","observed",0.341853963515766,10,200
"550",68,"Diffusion","mae","recoverable",0.468366514002693,10,200
"551",68,"Diffusion","sign","observed",0.880952380952381,10,200
"552",68,"Diffusion","sign","recoverable",0.611111111111111,10,200
"553",69,"FiTree","mae","observed",0.0848782816399195,10,200
"554",69,"FiTree","mae","recoverable",0.139860976151108,10,200
"555",69,"FiTree","sign","observed",0.892857142857143,10,200
"556",69,"FiTree","sign","recoverable",0.649122807017544,10,200
"557",69,"Diffusion","mae","observed",0.534371856136743,10,200
"558",69,"Diffusion","mae","recoverable",2.10692119991403,10,200
"559",69,"Diffusion","sign","observed",0.714285714285714,10,200
"560",69,"Diffusion","sign","recoverable",0.56140350877193,10,200
"561",70,"FiTree","mae","observed",0.344684487560779,10,200
"562",70,"FiTree","mae","recoverable",0.310426368390258,10,200
"563",70,"FiTree","sign","observed",0.911111111111111,10,200
"564",70,"FiTree","sign","recoverable",0.708333333333333,10,200
"565",70,"Diffusion","mae","observed",0.566979032400235,10,200
"566",70,"Diffusion","mae","recoverable",0.507886488735374,10,200
"567",70,"Diffusion","sign","observed",0.866666666666667,10,200
"568",70,"Diffusion","sign","recoverable",0.722222222222222,10,200
"569",71,"FiTree","mae","observed",0.746942147836355,10,200
"570",71,"FiTree","mae","recoverable",0.534582401327858,10,200
"571",71,"FiTree","sign","observed",0.954545454545455,10,200
"572",71,"FiTree","sign","recoverable",0.697368421052632,10,200
"573",71,"Diffusion","mae","observed",0.440690121419517,10,200
"574",71,"Diffusion","mae","recoverable",1.08787528895203,10,200
"575",71,"Diffusion","sign","observed",0.863636363636364,10,200
"576",71,"Diffusion","sign","recoverable",0.592105263157895,10,200
"577",72,"FiTree","mae","observed",0.0952245901810421,10,200
"578",72,"FiTree","mae","recoverable",0.131795492521867,10,200
"579",72,"FiTree","sign","observed",0.945945945945946,10,200
"580",72,"FiTree","sign","recoverable",0.790322580645161,10,200
"581",72,"Diffusion","mae","observed",0.266223902781644,10,200
"582",72,"Diffusion","mae","recoverable",0.304751256502859,10,200
"583",72,"Diffusion","sign","observed",0.837837837837838,10,200
"584",72,"Diffusion","sign","recoverable",0.645161290322581,10,200
"585",73,"FiTree","mae","observed",0.0532979646663807,10,200
"586",73,"FiTree","mae","recoverable",0.105053188394549,10,200
"587",73,"FiTree","sign","observed",0.7,10,200
"588",73,"FiTree","sign","recoverable",0.446428571428571,10,200
"589",73,"Diffusion","mae","observed",0.508222048358166,10,200
"590",73,"Diffusion","mae","recoverable",4.07224649287636,10,200
"591",73,"Diffusion","sign","observed",0.6,10,200
"592",73,"Diffusion","sign","recoverable",0.321428571428571,10,200
"593",74,"FiTree","mae","observed",0.030544843628915,10,200
"594",74,"FiTree","mae","recoverable",0.161999428370892,10,200
"595",74,"FiTree","sign","observed",0.842105263157895,10,200
"596",74,"FiTree","sign","recoverable",0.509090909090909,10,200
"597",74,"Diffusion","mae","observed",0.426276066497362,10,200
"598",74,"Diffusion","mae","recoverable",2.50215635606257,10,200
"599",74,"Diffusion","sign","observed",0.526315789473684,10,200
"600",74,"Diffusion","sign","recoverable",0.363636363636364,10,200
"601",75,"Diffusion","mae","observed",0.533356852671897,10,200
"602",75,"Diffusion","mae","recoverable",1.91187434516028,10,200
"603",75,"Diffusion","sign","observed",0.818181818181818,10,200
"604",75,"Diffusion","sign","recoverable",0.514705882352941,10,200
"605",76,"FiTree","mae","observed",0.0898626351990932,10,200
"606",76,"FiTree","mae","recoverable",0.19962754740979,10,200
"607",76,"FiTree","sign","observed",0.935483870967742,10,200
"608",76,"FiTree","sign","recoverable",0.666666666666667,10,200
"609",76,"Diffusion","mae","observed",0.401361790404953,10,200
"610",76,"Diffusion","mae","recoverable",1.26610079701298,10,200
"611",76,"Diffusion","sign","observed",0.741935483870968,10,200
"612",76,"Diffusion","sign","recoverable",0.53968253968254,10,200
"613",77,"FiTree","mae","observed",0.0774326688008509,10,200
"614",77,"FiTree","mae","recoverable",0.169456596345419,10,200
"615",77,"FiTree","sign","observed",0.705882352941177,10,200
"616",77,"FiTree","sign","recoverable",0.481481481481482,10,200
"617",77,"Diffusion","mae","observed",0.49832862605959,10,200
"618",77,"Diffusion","mae","recoverable",8.4145775388535,10,200
"619",77,"Diffusion","sign","observed",0.470588235294118,10,200
"620",77,"Diffusion","sign","recoverable",0.240740740740741,10,200
"621",78,"FiTree","mae","observed",0.212669496046088,10,200
"622",78,"FiTree","mae","recoverable",0.228585676784751,10,200
"623",78,"FiTree","sign","observed",0.857142857142857,10,200
"624",78,"FiTree","sign","recoverable",0.563636363636364,10,200
"625",78,"Diffusion","mae","observed",0.411939408361816,10,200
"626",78,"Diffusion","mae","recoverable",1.87281773868354,10,200
"627",78,"Diffusion","sign","observed",0.714285714285714,10,200
"628",78,"Diffusion","sign","recoverable",0.436363636363636,10,200
"629",79,"FiTree","mae","observed",0.402375062998197,10,200
"630",79,"FiTree","mae","recoverable",0.33532693912682,10,200
"631",79,"FiTree","sign","observed",0.764705882352941,10,200
"632",79,"FiTree","sign","recoverable",0.522388059701492,10,200
"633",79,"Diffusion","mae","observed",0.587761452362292,10,200
"634",79,"Diffusion","mae","recoverable",1.70186848082171,10,200
"635",79,"Diffusion","sign","observed",0.647058823529412,10,200
"636",79,"Diffusion","sign","recoverable",0.492537313432836,10,200
"637",80,"FiTree","mae","observed",0.253273825122942,10,200
"638",80,"FiTree","mae","recoverable",0.284116994189435,10,200
"639",80,"FiTree","sign","observed",0.892857142857143,10,200
"640",80,"FiTree","sign","recoverable",0.584615384615385,10,200
"641",80,"Diffusion","mae","observed",0.392238678817965,10,200
"642",80,"Diffusion","mae","recoverable",2.21763499104764,10,200
"643",80,"Diffusion","sign","observed",0.714285714285714,10,200
"644",80,"Diffusion","sign","recoverable",0.446153846153846,10,200
"645",81,"FiTree","mae","observed",0.113184917441523,10,200
"646",81,"FiTree","mae","recoverable",0.155298600911984,10,200
"647",81,"FiTree","sign","observed",0.945945945945946,10,200
"648",81,"FiTree","sign","recoverable",0.758064516129032,10,200
"649",81,"Diffusion","mae","observed",0.382078953561377,10,200
"650",81,"Diffusion","mae","recoverable",1.02823307767775,10,200
"651",81,"Diffusion","sign","observed",0.72972972972973,10,200
"652",81,"Diffusion","sign","recoverable",0.532258064516129,10,200
"653",82,"FiTree","mae","observed",1.0119538820384,10,200
"654",82,"FiTree","mae","recoverable",0.721622952220948,10,200
"655",82,"FiTree","sign","observed",0.923076923076923,10,200
"656",82,"FiTree","sign","recoverable",0.770491803278688,10,200
"657",82,"Diffusion","mae","observed",0.409485800383785,10,200
"658",82,"Diffusion","mae","recoverable",1.65377953907027,10,200
"659",82,"Diffusion","sign","observed",0.846153846153846,10,200
"660",82,"Diffusion","sign","recoverable",0.639344262295082,10,200
"661",83,"FiTree","mae","observed",1.19306902422674,10,200
"662",83,"FiTree","mae","recoverable",0.817902933699576,10,200
"663",83,"FiTree","sign","observed",0.957446808510638,10,200
"664",83,"FiTree","sign","recoverable",0.794871794871795,10,200
"665",83,"Diffusion","mae","observed",0.440104497095282,10,200
"666",83,"Diffusion","mae","recoverable",0.58152926701602,10,200
"667",83,"Diffusion","sign","observed",0.893617021276596,10,200
"668",83,"Diffusion","sign","recoverable",0.705128205128205,10,200
"669",84,"FiTree","mae","observed",0.0512622526165656,10,200
"670",84,"FiTree","mae","recoverable",0.167432595116012,10,200
"671",84,"FiTree","sign","observed",0.827586206896552,10,200
"672",84,"FiTree","sign","recoverable",0.607142857142857,10,200
"673",84,"Diffusion","mae","observed",0.475544902905447,10,200
"674",84,"Diffusion","mae","recoverable",2.60918296111323,10,200
"675",84,"Diffusion","sign","observed",0.758620689655172,10,200
"676",84,"Diffusion","sign","recoverable",0.517857142857143,10,200
"677",85,"FiTree","mae","observed",0.0733394993542669,10,200
"678",85,"FiTree","mae","recoverable",0.167042942880257,10,200
"679",85,"FiTree","sign","observed",0.653846153846154,10,200
"680",85,"FiTree","sign","recoverable",0.431034482758621,10,200
"681",85,"Diffusion","mae","observed",0.450205787103813,10,200
"682",85,"Diffusion","mae","recoverable",0.700872110144353,10,200
"683",85,"Diffusion","sign","observed",0.538461538461538,10,200
"684",85,"Diffusion","sign","recoverable",0.448275862068966,10,200
"685",86,"FiTree","mae","observed",0.356542299824399,10,200
"686",86,"FiTree","mae","recoverable",0.303565338814889,10,200
"687",86,"FiTree","sign","observed",0.847826086956522,10,200
"688",86,"FiTree","sign","recoverable",0.616438356164384,10,200
"689",86,"Diffusion","mae","observed",0.428260345155853,10,200
"690",86,"Diffusion","mae","recoverable",0.503679398249384,10,200
"691",86,"Diffusion","sign","observed",0.847826086956522,10,200
"692",86,"Diffusion","sign","recoverable",0.698630136986301,10,200
"693",87,"FiTree","mae","observed",0.0658460440979461,10,200
"694",87,"FiTree","mae","recoverable",0.133065872669365,10,200
"695",87,"FiTree","sign","observed",1,10,200
"696",87,"FiTree","sign","recoverable",0.74468085106383,10,200
"697",87,"Diffusion","mae","observed",0.379410664096361,10,200
"698",87,"Diffusion","mae","recoverable",4.57310747271516,10,200
"699",87,"Diffusion","sign","observed",0.695652173913043,10,200
"700",87,"Diffusion","sign","recoverable",0.425531914893617,10,200
"701",88,"FiTree","mae","observed",1.42116013454528,10,200
"702",88,"FiTree","mae","recoverable",1.04375777023265,10,200
"703",88,"FiTree","sign","observed",0.929824561403509,10,200
"704",88,"FiTree","sign","recoverable",0.75,10,200
"705",88,"Diffusion","mae","observed",0.549248209536186,10,200
"706",88,"Diffusion","mae","recoverable",0.605123839806616,10,200
"707",88,"Diffusion","sign","observed",0.947368421052632,10,200
"708",88,"Diffusion","sign","recoverable",0.797619047619048,10,200
"709",89,"FiTree","mae","observed",0.942230488099031,10,200
"710",89,"FiTree","mae","recoverable",0.723372483234718,10,200
"711",89,"FiTree","sign","observed",0.943396226415094,10,200
"712",89,"FiTree","sign","recoverable",0.785714285714286,10,200
"713",89,"Diffusion","mae","observed",0.398097319143327,10,200
"714",89,"Diffusion","mae","recoverable",0.499849241892001,10,200
"715",89,"Diffusion","sign","observed",0.867924528301887,10,200
"716",89,"Diffusion","sign","recoverable",0.702380952380952,10,200
"717",90,"FiTree","mae","observed",0.940714958024354,10,200
"718",90,"FiTree","mae","recoverable",0.630543539065285,10,200
"719",90,"FiTree","sign","observed",0.928571428571429,10,200
"720",90,"FiTree","sign","recoverable",0.689189189189189,10,200
"721",90,"Diffusion","mae","observed",0.338258007247614,10,200
"722",90,"Diffusion","mae","recoverable",0.995993008912978,10,200
"723",90,"Diffusion","sign","observed",0.785714285714286,10,200
"724",90,"Diffusion","sign","recoverable",0.540540540540541,10,200
"725",91,"FiTree","mae","observed",0.122819264452657,10,200
"726",91,"FiTree","mae","recoverable",0.167797882484022,10,200
"727",91,"FiTree","sign","observed",1,10,200
"728",91,"FiTree","sign","recoverable",0.796610169491525,10,200
"729",91,"Diffusion","mae","observed",0.356318379649457,10,200
"730",91,"Diffusion","mae","recoverable",0.45957140175015,10,200
"731",91,"Diffusion","sign","observed",0.78125,10,200
"732",91,"Diffusion","sign","recoverable",0.610169491525424,10,200
"733",92,"FiTree","mae","observed",0.404690468063994,10,200
"734",92,"FiTree","mae","recoverable",0.357911236643679,10,200
"735",92,"FiTree","sign","observed",0.914285714285714,10,200
"736",92,"FiTree","sign","recoverable",0.636363636363636,10,200
"737",92,"Diffusion","mae","observed",0.387751913696712,10,200
"738",92,"Diffusion","mae","recoverable",0.541056775373206,10,200
"739",92,"Diffusion","sign","observed",0.714285714285714,10,200
"740",92,"Diffusion","sign","recoverable",0.575757575757576,10,200
"741",93,"FiTree","mae","observed",0.125840366847505,10,200
"742",93,"FiTree","mae","recoverable",0.173824319629817,10,200
"743",93,"FiTree","sign","observed",0.6875,10,200
"744",93,"FiTree","sign","recoverable",0.451612903225806,10,200
"745",93,"Diffusion","mae","observed",0.619564628175592,10,200
"746",93,"Diffusion","mae","recoverable",0.693560072273806,10,200
"747",93,"Diffusion","sign","observed",0.71875,10,200
"748",93,"Diffusion","sign","recoverable",0.451612903225806,10,200
"749",94,"FiTree","mae","observed",0.368231711973127,10,200
"750",94,"FiTree","mae","recoverable",0.258910498480752,10,200
"751",94,"FiTree","sign","observed",0.941176470588235,10,200
"752",94,"FiTree","sign","recoverable",0.769230769230769,10,200
"753",94,"Diffusion","mae","observed",0.470510134647139,10,200
"754",94,"Diffusion","mae","recoverable",0.511424758755981,10,200
"755",94,"Diffusion","sign","observed",0.852941176470588,10,200
"756",94,"Diffusion","sign","recoverable",0.615384615384615,10,200
"757",95,"FiTree","mae","observed",0.168245794205446,10,200
"758",95,"FiTree","mae","recoverable",0.17136569455041,10,200
"759",95,"FiTree","sign","observed",1,10,200
"760",95,"FiTree","sign","recoverable",0.677966101694915,10,200
"761",95,"Diffusion","mae","observed",0.456064650310667,10,200
"762",95,"Diffusion","mae","recoverable",13.0366303686321,10,200
"763",95,"Diffusion","sign","observed",0.75,10,200
"764",95,"Diffusion","sign","recoverable",0.457627118644068,10,200
"765",96,"FiTree","mae","observed",0.120067249148425,10,200
"766",96,"FiTree","mae","recoverable",0.189606179602735,10,200
"767",96,"FiTree","sign","observed",0.857142857142857,10,200
"768",96,"FiTree","sign","recoverable",0.625,10,200
"769",96,"Diffusion","mae","observed",0.499868798563257,10,200
"770",96,"Diffusion","mae","recoverable",1.92319621789524,10,200
"771",96,"Diffusion","sign","observed",0.619047619047619,10,200
"772",96,"Diffusion","sign","recoverable",0.5,10,200
"773",97,"FiTree","mae","observed",0.314033356932718,10,200
"774",97,"FiTree","mae","recoverable",0.304515963966756,10,200
"775",97,"FiTree","sign","observed",0.916666666666667,10,200
"776",97,"FiTree","sign","recoverable",0.794520547945205,10,200
"777",97,"Diffusion","mae","observed",0.305845641524391,10,200
"778",97,"Diffusion","mae","recoverable",0.355724241560152,10,200
"779",97,"Diffusion","sign","observed",0.8125,10,200
"780",97,"Diffusion","sign","recoverable",0.684931506849315,10,200
"781",98,"FiTree","mae","observed",0.877218189010153,10,200
"782",98,"FiTree","mae","recoverable",0.586004430476282,10,200
"783",98,"FiTree","sign","observed",0.738095238095238,10,200
"784",98,"FiTree","sign","recoverable",0.506849315068493,10,200
"785",98,"Diffusion","mae","observed",0.71916345652664,10,200
"786",98,"Diffusion","mae","recoverable",1.19498484066977,10,200
"787",98,"Diffusion","sign","observed",0.738095238095238,10,200
"788",98,"Diffusion","sign","recoverable",0.506849315068493,10,200
"789",99,"FiTree","mae","observed",0.237700913606773,10,200
"790",99,"FiTree","mae","recoverable",0.194512414905311,10,200
"791",99,"FiTree","sign","observed",0.756756756756757,10,200
"792",99,"FiTree","sign","recoverable",0.537313432835821,10,200
"793",99,"Diffusion","mae","observed",0.60387998740675,10,200
"794",99,"Diffusion","mae","recoverable",1.70905841392052,10,200
"795",99,"Diffusion","sign","observed",0.621621621621622,10,200
"796",99,"Diffusion","sign","recoverable",0.447761194029851,10,200
