"","sim","method","observed","value","n","N"
"497",41,"Diffusion_subclone","observed",0.0532361197655516,10,200
"498",41,"Diffusion_subclone","recoverable",0.579865286776109,10,200
"499",41,"Diffusion_mutation","observed",0.777644068491334,10,200
"500",41,"Diffusion_mutation","recoverable",0.666799241933633,10,200
"501",41,"scifil","observed",0.833069553064033,10,200
"502",41,"scifil","recoverable",0.594558297551824,10,200
"503",41,"fitclone","observed",0.271137900370694,10,200
"504",41,"fitclone","recoverable",0.620183303531312,10,200
"505",42,"freq","observed",0.0915635677623396,10,200
"506",42,"freq","recoverable",0.644680913951645,10,200
"507",42,"fitree","observed",0.829898882355024,10,200
"508",42,"fitree","recoverable",0.792855563618651,10,200
"509",42,"Diffusion_subclone","observed",0.102503630404074,10,200
"510",42,"Diffusion_subclone","recoverable",0.647377133813625,10,200
"511",42,"Diffusion_mutation","observed",0.44093208995163,10,200
"512",42,"Diffusion_mutation","recoverable",0.682185607849234,10,200
"513",42,"scifil","observed",0.834179776432224,10,200
"514",42,"scifil","recoverable",0.76261533924838,10,200
"515",42,"fitclone","observed",0.137377924951603,10,200
"516",42,"fitclone","recoverable",0.634852864637635,10,200
"517",43,"freq","observed",0.445527842200913,10,200
"518",43,"freq","recoverable",0.474782381057843,10,200
"519",43,"fitree","observed",0.658774613293778,10,200
"520",43,"fitree","recoverable",0.518029524602741,10,200
"521",43,"Diffusion_subclone","observed",0.439924704831629,10,200
"522",43,"Diffusion_subclone","recoverable",0.471685434648778,10,200
"523",43,"Diffusion_mutation","observed",0.472303444336217,10,200
"524",43,"Diffusion_mutation","recoverable",0.318481380283308,10,200
"525",43,"scifil","observed",0.666286270936892,10,200
"526",43,"scifil","recoverable",0.471463818778955,10,200
"527",43,"fitclone","observed",0.0845392165949101,10,200
"528",43,"fitclone","recoverable",0.349290579621719,10,200
"529",44,"freq","observed",0.277224881464341,10,200
"530",44,"freq","recoverable",0.404025109370524,10,200
"531",44,"fitree","observed",0.800349799029821,10,200
"532",44,"fitree","recoverable",0.212220949238613,10,200
"533",44,"Diffusion_subclone","observed",0.382946234565149,10,200
"534",44,"Diffusion_subclone","recoverable",0.416586751665523,10,200
"535",44,"Diffusion_mutation","observed",0.807397889236542,10,200
"536",44,"Diffusion_mutation","recoverable",0.414324598052854,10,200
"537",44,"scifil","observed",0.703242778403893,10,200
"538",44,"scifil","recoverable",0.0997728250044914,10,200
"539",44,"fitclone","observed",-0.113552564441609,10,200
"540",44,"fitclone","recoverable",0.35423010249525,10,200
"541",45,"freq","observed",0.112896829201623,10,200
"542",45,"freq","recoverable",0.647909678282895,10,200
"543",45,"fitree","observed",0.906243357211248,10,200
"544",45,"fitree","recoverable",0.793922150087405,10,200
"545",45,"Diffusion_subclone","observed",0.0959338979987907,10,200
"546",45,"Diffusion_subclone","recoverable",0.645578261545596,10,200
"547",45,"Diffusion_mutation","observed",0.781931966516063,10,200
"548",45,"Diffusion_mutation","recoverable",0.539426748703485,10,200
"549",45,"scifil","observed",0.853259788207518,10,200
"550",45,"scifil","recoverable",0.648010499200226,10,200
"551",45,"fitclone","observed",0.233991055778776,10,200
"552",45,"fitclone","recoverable",0.664788913564763,10,200
"553",46,"freq","observed",0.293890533018189,10,200
"554",46,"freq","recoverable",0.592366913178143,10,200
"555",46,"fitree","observed",0.568523718060451,10,200
"556",46,"fitree","recoverable",0.548855064336793,10,200
"557",46,"Diffusion_subclone","observed",0.264096277846029,10,200
"558",46,"Diffusion_subclone","recoverable",0.58042764544389,10,200
"559",46,"Diffusion_mutation","observed",0.534067611874944,10,200
"560",46,"Diffusion_mutation","recoverable",0.473246442378322,10,200
"561",46,"scifil","observed",0.497444884354388,10,200
"562",46,"scifil","recoverable",0.407021369367008,10,200
"563",46,"fitclone","observed",0.38908605066848,10,200
"564",46,"fitclone","recoverable",0.581895264428446,10,200
"565",47,"freq","observed",0.675195340320074,10,200
"566",47,"freq","recoverable",0.450586654734672,10,200
"567",47,"fitree","observed",0.658537526546838,10,200
"568",47,"fitree","recoverable",0.597818757231288,10,200
"569",47,"Diffusion_subclone","observed",0.672133229933136,10,200
"570",47,"Diffusion_subclone","recoverable",0.449205421694869,10,200
"571",47,"Diffusion_mutation","observed",0.85305661622399,10,200
"572",47,"Diffusion_mutation","recoverable",0.552194055898033,10,200
"573",47,"scifil","observed",0.630794739709457,10,200
"574",47,"scifil","recoverable",0.263481551165977,10,200
"575",47,"fitclone","observed",0.176836874845734,10,200
"576",47,"fitclone","recoverable",0.373938603592103,10,200
"577",48,"freq","observed",0.293290968541433,10,200
"578",48,"freq","recoverable",0.560745619809984,10,200
"579",48,"fitree","observed",0.722213853995654,10,200
"580",48,"fitree","recoverable",0.685931330993696,10,200
"581",48,"Diffusion_subclone","observed",0.322485836119356,10,200
"582",48,"Diffusion_subclone","recoverable",0.5707619031167,10,200
"583",48,"Diffusion_mutation","observed",0.636582342474941,10,200
"584",48,"Diffusion_mutation","recoverable",0.60348919107286,10,200
"585",48,"scifil","observed",0.803530004773983,10,200
"586",48,"scifil","recoverable",0.56843629547003,10,200
"587",48,"fitclone","observed",0.0639266927999348,10,200
"588",48,"fitclone","recoverable",0.452166383478753,10,200
"589",49,"freq","observed",0.0925288873185998,10,200
"590",49,"freq","recoverable",0.566456837809755,10,200
"591",49,"fitree","observed",0.943826616187239,10,200
"592",49,"fitree","recoverable",0.768906844356482,10,200
"593",49,"Diffusion_subclone","observed",0.113877171950089,10,200
"594",49,"Diffusion_subclone","recoverable",0.57048289659312,10,200
"595",49,"Diffusion_mutation","observed",0.756969629743211,10,200
"596",49,"Diffusion_mutation","recoverable",0.572785319783119,10,200
"597",49,"scifil","observed",0.92812139014473,10,200
"598",49,"scifil","recoverable",0.663058961934324,10,200
"599",49,"fitclone","observed",0.0830871641228243,10,200
"600",49,"fitclone","recoverable",0.544611091003775,10,200
"601",50,"freq","observed",0.104354395916625,10,200
"602",50,"freq","recoverable",0.606018242212847,10,200
"603",50,"fitree","observed",0.96161974655314,10,200
"604",50,"fitree","recoverable",0.738779054213265,10,200
"605",50,"Diffusion_subclone","observed",0.205995084138019,10,200
"606",50,"Diffusion_subclone","recoverable",0.62564842234075,10,200
"607",50,"Diffusion_mutation","observed",0.877514388358004,10,200
"608",50,"Diffusion_mutation","recoverable",0.590891193774197,10,200
"609",50,"scifil","observed",0.864192550581414,10,200
"610",50,"scifil","recoverable",0.616235405397063,10,200
"611",50,"fitclone","observed",0.0212162601627181,10,200
"612",50,"fitclone","recoverable",0.56252520712374,10,200
"613",51,"freq","observed",-0.0136690039224138,10,200
"614",51,"freq","recoverable",0.573315164767538,10,200
"615",51,"fitree","observed",0.916945345213268,10,200
"616",51,"fitree","recoverable",0.704063443779295,10,200
"617",51,"Diffusion_subclone","observed",0.00867063681645653,10,200
"618",51,"Diffusion_subclone","recoverable",0.579038287981786,10,200
"619",51,"Diffusion_mutation","observed",0.634295784478307,10,200
"620",51,"Diffusion_mutation","recoverable",0.654502159812352,10,200
"621",51,"scifil","observed",0.890570475292578,10,200
"622",51,"scifil","recoverable",0.623680412477449,10,200
"623",51,"fitclone","observed",0.3215276146526,10,200
"624",51,"fitclone","recoverable",0.625992371448556,10,200
"625",52,"freq","observed",0.498196345975154,10,200
"626",52,"freq","recoverable",0.58016741510232,10,200
"627",52,"fitree","observed",0.871936122016599,10,200
"628",52,"fitree","recoverable",0.522453156784531,10,200
"629",52,"Diffusion_subclone","observed",0.521167475063103,10,200
"630",52,"Diffusion_subclone","recoverable",0.58568910897452,10,200
"631",52,"Diffusion_mutation","observed",0.765296841143496,10,200
"632",52,"Diffusion_mutation","recoverable",0.535167693279151,10,200
"633",52,"scifil","observed",0.750507309980553,10,200
"634",52,"scifil","recoverable",0.424609001800433,10,200
"635",52,"fitclone","observed",0.289065417160957,10,200
"636",52,"fitclone","recoverable",0.507746289819314,10,200
"637",53,"freq","observed",0.090299935297252,10,200
"638",53,"freq","recoverable",0.574371698490197,10,200
"639",53,"fitree","observed",0.863125476442828,10,200
"640",53,"fitree","recoverable",0.730045772674668,10,200
"641",53,"Diffusion_subclone","observed",0.122748577344519,10,200
"642",53,"Diffusion_subclone","recoverable",0.583084515225759,10,200
"643",53,"Diffusion_mutation","observed",0.849802216489192,10,200
"644",53,"Diffusion_mutation","recoverable",0.647014101329228,10,200
"645",53,"scifil","observed",0.877596701769802,10,200
"646",53,"scifil","recoverable",0.568646952798373,10,200
"647",53,"fitclone","observed",-0.0415342618205019,10,200
"648",53,"fitclone","recoverable",0.523504715833511,10,200
"649",54,"freq","observed",0.114199419365471,10,200
"650",54,"freq","recoverable",0.41290264941652,10,200
"651",54,"fitree","observed",0.833298888182424,10,200
"652",54,"fitree","recoverable",0.786205404116278,10,200
"653",54,"Diffusion_subclone","observed",0.155768536715518,10,200
"654",54,"Diffusion_subclone","recoverable",0.432484726931522,10,200
"655",54,"Diffusion_mutation","observed",0.436692654343091,10,200
"656",54,"Diffusion_mutation","recoverable",0.426571531930104,10,200
"657",54,"scifil","observed",0.770358091960867,10,200
"658",54,"scifil","recoverable",0.593245303627977,10,200
"659",54,"fitclone","observed",0.0603558993000385,10,200
"660",54,"fitclone","recoverable",0.341694736753975,10,200
"661",55,"freq","observed",-0.0472303971983693,10,200
"662",55,"freq","recoverable",0.546762773306628,10,200
"663",55,"fitree","observed",0.802198119761183,10,200
"664",55,"fitree","recoverable",0.627611758513424,10,200
"665",55,"Diffusion_subclone","observed",-0.00484656261930369,10,200
"666",55,"Diffusion_subclone","recoverable",0.553973844438474,10,200
"667",55,"Diffusion_mutation","observed",0.750815409379759,10,200
"668",55,"Diffusion_mutation","recoverable",0.538245541268471,10,200
"669",55,"scifil","observed",0.800958629464889,10,200
"670",55,"scifil","recoverable",0.575181216143828,10,200
"671",55,"fitclone","observed",0.419619145712547,10,200
"672",55,"fitclone","recoverable",0.603754597627948,10,200
"673",56,"freq","observed",0.382901072281349,10,200
"674",56,"freq","recoverable",0.629522927241862,10,200
"675",56,"fitree","observed",0.601747974800676,10,200
"676",56,"fitree","recoverable",0.785582530895183,10,200
"677",56,"Diffusion_subclone","observed",0.442466317514315,10,200
"678",56,"Diffusion_subclone","recoverable",0.640033012269793,10,200
"679",56,"Diffusion_mutation","observed",0.515879019870513,10,200
"680",56,"Diffusion_mutation","recoverable",0.500903637810648,10,200
"681",56,"scifil","observed",0.721145091098015,10,200
"682",56,"scifil","recoverable",0.5543071284378,10,200
"683",56,"fitclone","observed",0.0911025101528724,10,200
"684",56,"fitclone","recoverable",0.596031185046641,10,200
"685",57,"freq","observed",0.262152014893998,10,200
"686",57,"freq","recoverable",0.560862555794266,10,200
"687",57,"fitree","observed",0.880225272401046,10,200
"688",57,"fitree","recoverable",0.765374646016654,10,200
"689",57,"Diffusion_subclone","observed",0.260267358706423,10,200
"690",57,"Diffusion_subclone","recoverable",0.556247629626983,10,200
"691",57,"Diffusion_mutation","observed",0.658698196685041,10,200
"692",57,"Diffusion_mutation","recoverable",0.674172373095383,10,200
"693",57,"scifil","observed",0.729373835164039,10,200
"694",57,"scifil","recoverable",0.655756590502053,10,200
"695",57,"fitclone","observed",-0.00409551413313141,10,200
"696",57,"fitclone","recoverable",0.429601259723295,10,200
"697",58,"freq","observed",0.327024176874371,10,200
"698",58,"freq","recoverable",0.565292302450502,10,200
"699",58,"fitree","observed",0.830571092027339,10,200
"700",58,"fitree","recoverable",0.629051284682556,10,200
"701",58,"Diffusion_subclone","observed",0.397738112150269,10,200
"702",58,"Diffusion_subclone","recoverable",0.579633626222829,10,200
"703",58,"Diffusion_mutation","observed",0.895627292185895,10,200
"704",58,"Diffusion_mutation","recoverable",0.715992040553509,10,200
"705",58,"scifil","observed",0.795935873645511,10,200
"706",58,"scifil","recoverable",0.576017498717321,10,200
"707",58,"fitclone","observed",-0.28074001262997,10,200
"708",58,"fitclone","recoverable",0.407797606512719,10,200
"709",59,"freq","observed",0.455350791623429,10,200
"710",59,"freq","recoverable",0.380286179392689,10,200
"711",59,"fitree","observed",0.921822788489175,10,200
"712",59,"fitree","recoverable",0.603913140622603,10,200
"713",59,"Diffusion_subclone","observed",0.466444609359548,10,200
"714",59,"Diffusion_subclone","recoverable",0.383937900507156,10,200
"715",59,"Diffusion_mutation","observed",0.794412769477547,10,200
"716",59,"Diffusion_mutation","recoverable",0.504738519046345,10,200
"717",59,"scifil","observed",0.706474484013758,10,200
"718",59,"scifil","recoverable",0.376620335965887,10,200
"719",59,"fitclone","observed",0.0123575319696507,10,200
"720",59,"fitclone","recoverable",0.342617251519973,10,200
"721",60,"freq","observed",0.273464258468373,10,200
"722",60,"freq","recoverable",0.491785380177273,10,200
"723",60,"fitree","observed",0.894066436812536,10,200
"724",60,"fitree","recoverable",0.660098053060097,10,200
"725",60,"Diffusion_subclone","observed",0.274186452825066,10,200
"726",60,"Diffusion_subclone","recoverable",0.488022252047107,10,200
"727",60,"Diffusion_mutation","observed",0.514107394914917,10,200
"728",60,"Diffusion_mutation","recoverable",0.425703300597069,10,200
"729",60,"scifil","observed",0.756279818149808,10,200
"730",60,"scifil","recoverable",0.603432715632231,10,200
"731",60,"fitclone","observed",0.00878802733413672,10,200
"732",60,"fitclone","recoverable",0.358950337523029,10,200
"733",61,"freq","observed",0.0689427264152368,10,200
"734",61,"freq","recoverable",0.695504477396169,10,200
"735",61,"fitree","observed",0.818256000112446,10,200
"736",61,"fitree","recoverable",0.729219519996561,10,200
"737",61,"Diffusion_subclone","observed",0.0613841136073257,10,200
"738",61,"Diffusion_subclone","recoverable",0.694777055536549,10,200
"739",61,"Diffusion_mutation","observed",0.637613529161185,10,200
"740",61,"Diffusion_mutation","recoverable",0.498656172353025,10,200
"741",61,"scifil","observed",0.811694623620166,10,200
"742",61,"scifil","recoverable",0.748554401314351,10,200
"743",61,"fitclone","observed",-0.112909063555194,10,200
"744",61,"fitclone","recoverable",0.613312708451733,10,200
"745",62,"freq","observed",0.34733144852313,10,200
"746",62,"freq","recoverable",0.455964906579026,10,200
"747",62,"fitree","observed",0.803481192897904,10,200
"748",62,"fitree","recoverable",0.587880739144175,10,200
"749",62,"Diffusion_subclone","observed",0.286957568892108,10,200
"750",62,"Diffusion_subclone","recoverable",0.444283893592848,10,200
"751",62,"Diffusion_mutation","observed",0.731866643965845,10,200
"752",62,"Diffusion_mutation","recoverable",0.509545427212751,10,200
"753",62,"scifil","observed",0.795182592742877,10,200
"754",62,"scifil","recoverable",0.42902697991025,10,200
"755",62,"fitclone","observed",0.335663983844059,10,200
"756",62,"fitclone","recoverable",0.458625796916344,10,200
"757",63,"freq","observed",0.10083654830003,10,200
"758",63,"freq","recoverable",0.575270598329659,10,200
"759",63,"fitree","observed",0.891928872241926,10,200
"760",63,"fitree","recoverable",0.822734963498252,10,200
"761",63,"Diffusion_subclone","observed",0.0532845506860365,10,200
"762",63,"Diffusion_subclone","recoverable",0.55782694332196,10,200
"763",63,"Diffusion_mutation","observed",0.632942635048443,10,200
"764",63,"Diffusion_mutation","recoverable",0.590933978202313,10,200
"765",63,"scifil","observed",0.670740170775238,10,200
"766",63,"scifil","recoverable",0.606257234696972,10,200
"767",63,"fitclone","observed",-0.0445938364905213,10,200
"768",63,"fitclone","recoverable",0.541655580154382,10,200
"769",64,"freq","observed",0.133725854880083,10,200
"770",64,"freq","recoverable",0.521729222051728,10,200
"771",64,"fitree","observed",0.856667620402692,10,200
"772",64,"fitree","recoverable",0.712043696816291,10,200
"773",64,"Diffusion_subclone","observed",0.16273662918258,10,200
"774",64,"Diffusion_subclone","recoverable",0.525184465369935,10,200
"775",64,"Diffusion_mutation","observed",0.817136809520342,10,200
"776",64,"Diffusion_mutation","recoverable",0.629690222694999,10,200
"777",64,"scifil","observed",0.888160722216915,10,200
"778",64,"scifil","recoverable",0.638661911857073,10,200
"779",64,"fitclone","observed",0.494767832577537,10,200
"780",64,"fitclone","recoverable",0.596618371636586,10,200
"781",65,"freq","observed",0.198129234941797,10,200
"782",65,"freq","recoverable",0.60587058373443,10,200
"783",65,"fitree","observed",0.883633861240778,10,200
"784",65,"fitree","recoverable",0.867816291087222,10,200
"785",65,"Diffusion_subclone","observed",0.151809641883415,10,200
"786",65,"Diffusion_subclone","recoverable",0.592933460023199,10,200
"787",65,"Diffusion_mutation","observed",0.396329079019354,10,200
"788",65,"Diffusion_mutation","recoverable",0.488145954305737,10,200
"789",65,"scifil","observed",0.724237905487531,10,200
"790",65,"scifil","recoverable",0.673850215600272,10,200
"791",65,"fitclone","observed",0.0357282226944224,10,200
"792",65,"fitclone","recoverable",0.543007349410957,10,200
"793",66,"freq","observed",0.508369711827449,10,200
"794",66,"freq","recoverable",0.615500330303523,10,200
"795",66,"fitree","observed",0.840112373636847,10,200
"796",66,"fitree","recoverable",0.68429541367846,10,200
"797",66,"Diffusion_subclone","observed",0.512127734168258,10,200
"798",66,"Diffusion_subclone","recoverable",0.613664659768767,10,200
"799",66,"Diffusion_mutation","observed",0.671649407468218,10,200
"800",66,"Diffusion_mutation","recoverable",0.430503288960242,10,200
"801",66,"scifil","observed",0.72862068187125,10,200
"802",66,"scifil","recoverable",0.572720521942733,10,200
"803",66,"fitclone","observed",0.382775296860692,10,200
"804",66,"fitclone","recoverable",0.579581866510759,10,200
"805",67,"freq","observed",0.257803446678392,10,200
"806",67,"freq","recoverable",0.606504103197453,10,200
"807",67,"fitree","observed",0.977384878193518,10,200
"808",67,"fitree","recoverable",0.851225568623008,10,200
"809",67,"Diffusion_subclone","observed",0.262186175961107,10,200
"810",67,"Diffusion_subclone","recoverable",0.605902945107272,10,200
"811",67,"Diffusion_mutation","observed",0.809808461154486,10,200
"812",67,"Diffusion_mutation","recoverable",0.709053547513114,10,200
"813",67,"scifil","observed",0.924723293304954,10,200
"814",67,"scifil","recoverable",0.612185935276852,10,200
"815",67,"fitclone","observed",0.399789590361487,10,200
"816",67,"fitclone","recoverable",0.60900537326959,10,200
"817",68,"freq","observed",0.169508307368951,10,200
"818",68,"freq","recoverable",0.696189317959177,10,200
"819",68,"fitree","observed",0.920421322024314,10,200
"820",68,"fitree","recoverable",0.869904199139599,10,200
"821",68,"Diffusion_subclone","observed",0.200195156116778,10,200
"822",68,"Diffusion_subclone","recoverable",0.70536620002467,10,200
"823",68,"Diffusion_mutation","observed",0.795979393728661,10,200
"824",68,"Diffusion_mutation","recoverable",0.789321176198749,10,200
"825",68,"scifil","observed",0.809840211138034,10,200
"826",68,"scifil","recoverable",0.742555916821658,10,200
"827",68,"fitclone","observed",0.0758474983395275,10,200
"828",68,"fitclone","recoverable",0.626584741233276,10,200
"829",69,"freq","observed",0.222124170360994,10,200
"830",69,"freq","recoverable",0.58482177217398,10,200
"831",69,"fitree","observed",0.596397392065788,10,200
"832",69,"fitree","recoverable",0.602011132827557,10,200
"833",69,"Diffusion_subclone","observed",0.295974416562052,10,200
"834",69,"Diffusion_subclone","recoverable",0.59716841076398,10,200
"835",69,"Diffusion_mutation","observed",0.725031265445535,10,200
"836",69,"Diffusion_mutation","recoverable",0.671430045850295,10,200
"837",69,"scifil","observed",0.455862046423504,10,200
"838",69,"scifil","recoverable",0.199455436992687,10,200
"839",69,"fitclone","observed",-0.0436344799966638,10,200
"840",69,"fitclone","recoverable",0.480206575176551,10,200
"841",70,"freq","observed",-0.114489944613438,10,200
"842",70,"freq","recoverable",0.433869495242858,10,200
"843",70,"fitree","observed",0.83852902133715,10,200
"844",70,"fitree","recoverable",0.788529773387603,10,200
"845",70,"Diffusion_subclone","observed",-0.0904738510597383,10,200
"846",70,"Diffusion_subclone","recoverable",0.445449302438327,10,200
"847",70,"Diffusion_mutation","observed",0.400188883754338,10,200
"848",70,"Diffusion_mutation","recoverable",0.551275382843312,10,200
"849",70,"scifil","observed",0.83067806652661,10,200
"850",70,"scifil","recoverable",0.681339622578612,10,200
"851",70,"fitclone","observed",0.560158584683084,10,200
"852",70,"fitclone","recoverable",0.68610604889552,10,200
"853",71,"freq","observed",0.0767684255635216,10,200
"854",71,"freq","recoverable",0.620545437017672,10,200
"855",71,"fitree","observed",0.909136291344232,10,200
"856",71,"fitree","recoverable",0.776409471570001,10,200
"857",71,"Diffusion_subclone","observed",0.0831363153712245,10,200
"858",71,"Diffusion_subclone","recoverable",0.623008315028168,10,200
"859",71,"Diffusion_mutation","observed",0.843074214575309,10,200
"860",71,"Diffusion_mutation","recoverable",0.694884416353429,10,200
"861",71,"scifil","observed",0.909215005248185,10,200
"862",71,"scifil","recoverable",0.702038581160832,10,200
"863",71,"fitclone","observed",0.338642686823446,10,200
"864",71,"fitclone","recoverable",0.701956332416505,10,200
"865",72,"freq","observed",0.181051446274705,10,200
"866",72,"freq","recoverable",0.57088181290411,10,200
"867",72,"fitree","observed",0.816346326085473,10,200
"868",72,"fitree","recoverable",0.8133937665411,10,200
"869",72,"Diffusion_subclone","observed",0.14153199843565,10,200
"870",72,"Diffusion_subclone","recoverable",0.557309351958436,10,200
"871",72,"Diffusion_mutation","observed",0.67028316500517,10,200
"872",72,"Diffusion_mutation","recoverable",0.578067374166127,10,200
"873",72,"scifil","observed",0.893948955636446,10,200
"874",72,"scifil","recoverable",0.758640606592308,10,200
"875",72,"fitclone","observed",0.38920630593974,10,200
"876",72,"fitclone","recoverable",0.612592724449246,10,200
"877",73,"freq","observed",0.761979468414501,10,200
"878",73,"freq","recoverable",0.438220549632899,10,200
"879",73,"fitree","observed",0.705742120072419,10,200
"880",73,"fitree","recoverable",0.648016844078549,10,200
"881",73,"Diffusion_subclone","observed",0.774894374658814,10,200
"882",73,"Diffusion_subclone","recoverable",0.44097922913681,10,200
"883",73,"Diffusion_mutation","observed",0.653817128618375,10,200
"884",73,"Diffusion_mutation","recoverable",0.519493715194648,10,200
"885",73,"scifil","observed",0.429582160044081,10,200
"886",73,"scifil","recoverable",0.272329738520032,10,200
"887",73,"fitclone","observed",0.0855612538685774,10,200
"888",73,"fitclone","recoverable",0.325933672950294,10,200
"889",74,"freq","observed",0.749268649265355,10,200
"890",74,"freq","recoverable",0.24135072993196,10,200
"891",74,"fitree","observed",0.761598413113593,10,200
"892",74,"fitree","recoverable",0.295551814621805,10,200
"893",74,"Diffusion_subclone","observed",0.749268649265355,10,200
"894",74,"Diffusion_subclone","recoverable",0.24135072993196,10,200
"895",74,"Diffusion_mutation","observed",0.902868722364753,10,200
"896",74,"Diffusion_mutation","recoverable",0.287269705072848,10,200
"897",74,"scifil","observed",0.383063596936913,10,200
"898",74,"scifil","recoverable",0.21751896733034,10,200
"899",74,"fitclone","observed",0.091785409535006,10,200
"900",74,"fitclone","recoverable",0.178402909778473,10,200
"901",75,"freq","observed",-0.0151390978391855,10,200
"902",75,"freq","recoverable",0.595191505626059,10,200
"903",75,"fitree","observed",0.757459528553914,10,200
"904",75,"fitree","recoverable",0.759667608885592,10,200
"905",75,"Diffusion_subclone","observed",-0.0598153728723464,10,200
"906",75,"Diffusion_subclone","recoverable",0.587880479057811,10,200
"907",75,"Diffusion_mutation","observed",0.837416922170798,10,200
"908",75,"Diffusion_mutation","recoverable",0.687787446675774,10,200
"909",75,"scifil","observed",0.889506104151254,10,200
"910",75,"scifil","recoverable",0.625655660226554,10,200
"911",75,"fitclone","observed",0.204882457423644,10,200
"912",75,"fitclone","recoverable",0.641818634484426,10,200
"913",76,"freq","observed",0.272610254519157,10,200
"914",76,"freq","recoverable",0.655905299202325,10,200
"915",76,"fitree","observed",0.855979016778892,10,200
"916",76,"fitree","recoverable",0.603414639991466,10,200
"917",76,"Diffusion_subclone","observed",0.27784542670756,10,200
"918",76,"Diffusion_subclone","recoverable",0.657450517546986,10,200
"919",76,"Diffusion_mutation","observed",0.824296621128616,10,200
"920",76,"Diffusion_mutation","recoverable",0.657731797276426,10,200
"921",76,"scifil","observed",0.851728368239254,10,200
"922",76,"scifil","recoverable",0.471370771195868,10,200
"923",76,"fitclone","observed",0.254461890244483,10,200
"924",76,"fitclone","recoverable",0.659598023673029,10,200
"925",77,"freq","observed",0.387896554033438,10,200
"926",77,"freq","recoverable",0.0920153052821388,10,200
"927",77,"fitree","observed",0.307988240274006,10,200
"928",77,"fitree","recoverable",0.109109136188484,10,200
"929",77,"Diffusion_subclone","observed",0.65968801706367,10,200
"930",77,"Diffusion_subclone","recoverable",0.121889770445358,10,200
"931",77,"Diffusion_mutation","observed",0.74940558738433,10,200
"932",77,"Diffusion_mutation","recoverable",0.149048829592801,10,200
"933",77,"scifil","observed",-0.110827586866697,10,200
"934",77,"scifil","recoverable",-0.0740634412555069,10,200
"935",77,"fitclone","observed",0.482891628490607,10,200
"936",77,"fitclone","recoverable",0.149971943390551,10,200
"937",78,"freq","observed",0.334221142984788,10,200
"938",78,"freq","recoverable",0.542931337391945,10,200
"939",78,"fitree","observed",0.875528327505249,10,200
"940",78,"fitree","recoverable",0.667656471486849,10,200
"941",78,"Diffusion_subclone","observed",0.325046444942068,10,200
"942",78,"Diffusion_subclone","recoverable",0.541146061907671,10,200
"943",78,"Diffusion_mutation","observed",0.501987050051662,10,200
"944",78,"Diffusion_mutation","recoverable",0.264423866708882,10,200
"945",78,"scifil","observed",0.579316647840299,10,200
"946",78,"scifil","recoverable",0.420929992290797,10,200
"947",78,"fitclone","observed",0.626500809202858,10,200
"948",78,"fitclone","recoverable",0.576145765006348,10,200
"949",79,"freq","observed",0.397363629030667,10,200
"950",79,"freq","recoverable",0.426466679840464,10,200
"951",79,"fitree","observed",0.917713450817734,10,200
"952",79,"fitree","recoverable",0.640397941445071,10,200
"953",79,"Diffusion_subclone","observed",0.397056547400813,10,200
"954",79,"Diffusion_subclone","recoverable",0.427462793746865,10,200
"955",79,"Diffusion_mutation","observed",0.609759864346056,10,200
"956",79,"Diffusion_mutation","recoverable",0.403724782890507,10,200
"957",79,"scifil","observed",0.748607817738162,10,200
"958",79,"scifil","recoverable",0.520286639844644,10,200
"959",79,"fitclone","observed",0.137359977017823,10,200
"960",79,"fitclone","recoverable",0.400590436303156,10,200
"961",80,"freq","observed",0.427359251575391,10,200
"962",80,"freq","recoverable",0.465274680122511,10,200
"963",80,"fitree","observed",0.881349933755081,10,200
"964",80,"fitree","recoverable",0.576822028391484,10,200
"965",80,"Diffusion_subclone","observed",0.39372730223929,10,200
"966",80,"Diffusion_subclone","recoverable",0.458337524804464,10,200
"967",80,"Diffusion_mutation","observed",0.805434330322463,10,200
"968",80,"Diffusion_mutation","recoverable",0.39041925175997,10,200
"969",80,"scifil","observed",0.815092146275794,10,200
"970",80,"scifil","recoverable",0.520244460600684,10,200
"971",80,"fitclone","observed",-0.173365311328072,10,200
"972",80,"fitclone","recoverable",0.331570235513633,10,200
"973",81,"freq","observed",0.308739835967007,10,200
"974",81,"freq","recoverable",0.458730030541714,10,200
"975",81,"fitree","observed",0.761889755908408,10,200
"976",81,"fitree","recoverable",0.556102289643343,10,200
"977",81,"Diffusion_subclone","observed",0.278201178801923,10,200
"978",81,"Diffusion_subclone","recoverable",0.44789409467957,10,200
"979",81,"Diffusion_mutation","observed",0.360454548020733,10,200
"980",81,"Diffusion_mutation","recoverable",0.263778733556198,10,200
"981",81,"scifil","observed",0.738328496294646,10,200
"982",81,"scifil","recoverable",0.433709590489493,10,200
"983",81,"fitclone","observed",-0.0195207886976812,10,200
"984",81,"fitclone","recoverable",0.305912510215286,10,200
"985",82,"freq","observed",0.161414630613188,10,200
"986",82,"freq","recoverable",0.662317991622337,10,200
"987",82,"fitree","observed",0.97836606020273,10,200
"988",82,"fitree","recoverable",0.927086826863712,10,200
"989",82,"Diffusion_subclone","observed",0.177221713083783,10,200
"990",82,"Diffusion_subclone","recoverable",0.667067454028003,10,200
"991",82,"Diffusion_mutation","observed",0.85973482607283,10,200
"992",82,"Diffusion_mutation","recoverable",0.842224398343802,10,200
"993",82,"scifil","observed",0.848516080825383,10,200
