"","sim","method","observed","value","n","N"
"50",4,"freq","recoverable",0.357857842160792,10,200
"51",4,"fitree","observed",0.685638295647918,10,200
"52",4,"fitree","recoverable",0.53271302677367,10,200
"53",4,"Diffusion_subclone","observed",0.30412447467635,10,200
"54",4,"Diffusion_subclone","recoverable",0.36104181166939,10,200
"55",4,"Diffusion_mutation","observed",0.637714332307409,10,200
"56",4,"Diffusion_mutation","recoverable",0.432633712907351,10,200
"57",4,"scifil","observed",0.447182910537895,10,200
"58",4,"scifil","recoverable",0.211020219816012,10,200
"59",4,"fitclone","observed",0.389624714132027,10,200
"60",4,"fitclone","recoverable",0.366902395456135,10,200
"61",5,"freq","observed",0.43272095849635,10,200
"62",5,"freq","recoverable",0.545126989554105,10,200
"63",5,"fitree","observed",0.765101129536481,10,200
"64",5,"fitree","recoverable",0.488946398291841,10,200
"65",5,"Diffusion_subclone","observed",0.483751346444411,10,200
"66",5,"Diffusion_subclone","recoverable",0.551718167751958,10,200
"67",5,"Diffusion_mutation","observed",0.182742802444339,10,200
"68",5,"Diffusion_mutation","recoverable",0.115701092168584,10,200
"69",5,"scifil","observed",0.731255882499194,10,200
"70",5,"scifil","recoverable",0.450749311523914,10,200
"71",5,"fitclone","observed",0.257931080712302,10,200
"72",5,"fitclone","recoverable",0.490596444238409,10,200
"73",6,"freq","observed",-0.0150232806817224,10,200
"74",6,"freq","recoverable",0.391285206014865,10,200
"75",6,"fitree","observed",0.882954126394779,10,200
"76",6,"fitree","recoverable",0.581097972720974,10,200
"77",6,"Diffusion_subclone","observed",-0.0558272529036846,10,200
"78",6,"Diffusion_subclone","recoverable",0.38175738281657,10,200
"79",6,"Diffusion_mutation","observed",0.734260595791302,10,200
"80",6,"Diffusion_mutation","recoverable",0.522824585951146,10,200
"81",6,"scifil","observed",0.77038257530853,10,200
"82",6,"scifil","recoverable",0.490984842446832,10,200
"83",6,"fitclone","observed",0.332521896371737,10,200
"84",6,"fitclone","recoverable",0.496404043164225,10,200
"85",7,"freq","observed",0.280819509737549,10,200
"86",7,"freq","recoverable",0.730292904346599,10,200
"87",7,"fitree","observed",0.857679655770013,10,200
"88",7,"fitree","recoverable",0.692299182297526,10,200
"89",7,"Diffusion_subclone","observed",0.281731919696985,10,200
"90",7,"Diffusion_subclone","recoverable",0.729900440796043,10,200
"91",7,"Diffusion_mutation","observed",0.858896769765171,10,200
"92",7,"Diffusion_mutation","recoverable",0.678270437182857,10,200
"93",7,"scifil","observed",0.914336158239334,10,200
"94",7,"scifil","recoverable",0.668846036573406,10,200
"95",7,"fitclone","observed",0.212490141664225,10,200
"96",7,"fitclone","recoverable",0.690016332470703,10,200
"97",8,"freq","observed",0.45758988065708,10,200
"98",8,"freq","recoverable",0.646692934321967,10,200
"99",8,"fitree","observed",0.740878210489546,10,200
"100",8,"fitree","recoverable",0.644428855639591,10,200
"101",8,"Diffusion_subclone","observed",0.335334422601788,10,200
"102",8,"Diffusion_subclone","recoverable",0.6252062099716,10,200
"103",8,"Diffusion_mutation","observed",0.658551974875528,10,200
"104",8,"Diffusion_mutation","recoverable",0.503162987673452,10,200
"105",8,"scifil","observed",0.785709651499868,10,200
"106",8,"scifil","recoverable",0.470715904243105,10,200
"107",8,"fitclone","observed",0.252370094652934,10,200
"108",8,"fitclone","recoverable",0.619963199457824,10,200
"109",9,"freq","observed",0.200769030847278,10,200
"110",9,"freq","recoverable",0.589567850772418,10,200
"111",9,"fitree","observed",0.835931075208558,10,200
"112",9,"fitree","recoverable",0.736277481647384,10,200
"113",9,"Diffusion_subclone","observed",0.168292565554111,10,200
"114",9,"Diffusion_subclone","recoverable",0.577781005468091,10,200
"115",9,"Diffusion_mutation","observed",0.567535997961162,10,200
"116",9,"Diffusion_mutation","recoverable",0.356530166029694,10,200
"117",9,"scifil","observed",0.804055382966243,10,200
"118",9,"scifil","recoverable",0.599551500415415,10,200
"119",9,"fitclone","observed",0.504041845120041,10,200
"120",9,"fitclone","recoverable",0.645845357501067,10,200
"121",10,"freq","observed",0.374791904329549,10,200
"122",10,"freq","recoverable",0.579440437725553,10,200
"123",10,"fitree","observed",0.850619091823579,10,200
"124",10,"fitree","recoverable",0.573349756522776,10,200
"125",10,"Diffusion_subclone","observed",0.389772483777214,10,200
"126",10,"Diffusion_subclone","recoverable",0.587698785755931,10,200
"127",10,"Diffusion_mutation","observed",0.669687384938217,10,200
"128",10,"Diffusion_mutation","recoverable",0.461059140414179,10,200
"129",10,"scifil","observed",0.741538682659426,10,200
"130",10,"scifil","recoverable",0.490643721809317,10,200
"131",10,"fitclone","observed",0.0147031613097455,10,200
"132",10,"fitclone","recoverable",0.46766324003025,10,200
"133",11,"freq","observed",0.367932081205662,10,200
"134",11,"freq","recoverable",0.462770284799613,10,200
"135",11,"fitree","observed",0.957287669689192,10,200
"136",11,"fitree","recoverable",0.751784011452214,10,200
"137",11,"Diffusion_subclone","observed",0.372495581975716,10,200
"138",11,"Diffusion_subclone","recoverable",0.463306431527007,10,200
"139",11,"Diffusion_mutation","observed",0.802535504184208,10,200
"140",11,"Diffusion_mutation","recoverable",0.659132702320224,10,200
"141",11,"scifil","observed",0.72544515939182,10,200
"142",11,"scifil","recoverable",0.474599315471548,10,200
"143",11,"fitclone","observed",0.173237999358173,10,200
"144",11,"fitclone","recoverable",0.395164281734574,10,200
"145",12,"freq","observed",0.362891239601551,10,200
"146",12,"freq","recoverable",0.56348677624255,10,200
"147",12,"fitree","observed",0.9787399119521,10,200
"148",12,"fitree","recoverable",0.74412180475832,10,200
"149",12,"Diffusion_subclone","observed",0.357743143670582,10,200
"150",12,"Diffusion_subclone","recoverable",0.565074897785058,10,200
"151",12,"Diffusion_mutation","observed",0.914944101459289,10,200
"152",12,"Diffusion_mutation","recoverable",0.637878487058051,10,200
"153",12,"scifil","observed",0.949209634565625,10,200
"154",12,"scifil","recoverable",0.566800688975692,10,200
"155",12,"fitclone","observed",0.440189773257636,10,200
"156",12,"fitclone","recoverable",0.569817564010426,10,200
"157",13,"freq","observed",0.0930137855534125,10,200
"158",13,"freq","recoverable",0.597765763933833,10,200
"159",13,"fitree","observed",0.908653181703449,10,200
"160",13,"fitree","recoverable",0.645283956396848,10,200
"161",13,"Diffusion_subclone","observed",0.0579614112993428,10,200
"162",13,"Diffusion_subclone","recoverable",0.59353893618662,10,200
"163",13,"Diffusion_mutation","observed",0.753871089109105,10,200
"164",13,"Diffusion_mutation","recoverable",0.399902177839882,10,200
"165",13,"scifil","observed",0.796834676238325,10,200
"166",13,"scifil","recoverable",0.590940889043093,10,200
"167",13,"fitclone","observed",0.0318335950557134,10,200
"168",13,"fitclone","recoverable",0.606241859675756,10,200
"169",14,"freq","observed",0.0796125810997688,10,200
"170",14,"freq","recoverable",0.576029132736739,10,200
"171",14,"fitree","observed",0.892927600397297,10,200
"172",14,"fitree","recoverable",0.813629586859229,10,200
"173",14,"Diffusion_subclone","observed",0.110944629045881,10,200
"174",14,"Diffusion_subclone","recoverable",0.58633298519684,10,200
"175",14,"Diffusion_mutation","observed",0.621758844953933,10,200
"176",14,"Diffusion_mutation","recoverable",0.577050504080431,10,200
"177",14,"scifil","observed",0.864338247348259,10,200
"178",14,"scifil","recoverable",0.670511192114403,10,200
"179",14,"fitclone","observed",0.436584981564002,10,200
"180",14,"fitclone","recoverable",0.631699133478275,10,200
"181",15,"freq","observed",0.39602137640665,10,200
"182",15,"freq","recoverable",0.493863779177497,10,200
"183",15,"fitree","observed",0.846101725640684,10,200
"184",15,"fitree","recoverable",0.557924023974652,10,200
"185",15,"Diffusion_subclone","observed",0.429370544946157,10,200
"186",15,"Diffusion_subclone","recoverable",0.500907066091665,10,200
"187",15,"Diffusion_mutation","observed",0.518567661408283,10,200
"188",15,"Diffusion_mutation","recoverable",0.390244289550705,10,200
"189",15,"scifil","observed",0.821918049629942,10,200
"190",15,"scifil","recoverable",0.484611342449248,10,200
"191",15,"fitclone","observed",0.438477571263964,10,200
"192",15,"fitclone","recoverable",0.53058527962449,10,200
"193",16,"freq","observed",-0.0136090631135374,10,200
"194",16,"freq","recoverable",0.457575100941036,10,200
"195",16,"fitree","observed",0.911807228607009,10,200
"196",16,"fitree","recoverable",0.409392052796984,10,200
"197",16,"Diffusion_subclone","observed",-0.0680453155676872,10,200
"198",16,"Diffusion_subclone","recoverable",0.447662358622392,10,200
"199",16,"Diffusion_mutation","observed",0.805919211778503,10,200
"200",16,"Diffusion_mutation","recoverable",0.621758290090382,10,200
"201",16,"scifil","observed",0.645332992803227,10,200
"202",16,"scifil","recoverable",0.463787690324504,10,200
"203",16,"fitclone","observed",0.268508122642523,10,200
"204",16,"fitclone","recoverable",0.434273069582955,10,200
"205",17,"freq","observed",0.282536446370054,10,200
"206",17,"freq","recoverable",0.646933656709678,10,200
"207",17,"fitree","observed",0.930736076925492,10,200
"208",17,"fitree","recoverable",0.799059610821314,10,200
"209",17,"Diffusion_subclone","observed",0.25051375987074,10,200
"210",17,"Diffusion_subclone","recoverable",0.638904986882949,10,200
"211",17,"Diffusion_mutation","observed",0.515056244634146,10,200
"212",17,"Diffusion_mutation","recoverable",0.426625210613793,10,200
"213",17,"scifil","observed",0.782619344090906,10,200
"214",17,"scifil","recoverable",0.693544751133329,10,200
"215",17,"fitclone","observed",0.39256410828439,10,200
"216",17,"fitclone","recoverable",0.639299851499303,10,200
"217",18,"freq","observed",0.0931444735172102,10,200
"218",18,"freq","recoverable",0.663776436054895,10,200
"219",18,"fitree","observed",0.687883597359473,10,200
"220",18,"fitree","recoverable",0.677829536404193,10,200
"221",18,"Diffusion_subclone","observed",0.153900127700557,10,200
"222",18,"Diffusion_subclone","recoverable",0.674840611664004,10,200
"223",18,"Diffusion_mutation","observed",0.768353458764462,10,200
"224",18,"Diffusion_mutation","recoverable",0.593168208615518,10,200
"225",18,"scifil","observed",0.792243584712802,10,200
"226",18,"scifil","recoverable",0.644117636097598,10,200
"227",18,"fitclone","observed",0.569865450522267,10,200
"228",18,"fitclone","recoverable",0.735731561479288,10,200
"229",19,"freq","observed",-0.0464661144543412,10,200
"230",19,"freq","recoverable",0.552119333652179,10,200
"231",19,"fitree","observed",0.784062186293895,10,200
"232",19,"fitree","recoverable",0.742619083662864,10,200
"233",19,"Diffusion_subclone","observed",-0.0644681993646438,10,200
"234",19,"Diffusion_subclone","recoverable",0.548215041301494,10,200
"235",19,"Diffusion_mutation","observed",0.699243583742787,10,200
"236",19,"Diffusion_mutation","recoverable",0.694957128330075,10,200
"237",19,"scifil","observed",0.894072133293876,10,200
"238",19,"scifil","recoverable",0.732246424375132,10,200
"239",19,"fitclone","observed",0.33046214808481,10,200
"240",19,"fitclone","recoverable",0.628098348217586,10,200
"241",20,"freq","observed",0.260233599935673,10,200
"242",20,"freq","recoverable",0.508873480953936,10,200
"243",20,"fitree","observed",0.931611869855141,10,200
"244",20,"fitree","recoverable",0.789452981279144,10,200
"245",20,"Diffusion_subclone","observed",0.259461393407674,10,200
"246",20,"Diffusion_subclone","recoverable",0.509452601792622,10,200
"247",20,"Diffusion_mutation","observed",0.667894048602842,10,200
"248",20,"Diffusion_mutation","recoverable",0.445719806361647,10,200
"249",20,"scifil","observed",0.895759572478875,10,200
"250",20,"scifil","recoverable",0.595505540835397,10,200
"251",20,"fitclone","observed",0.247878295487689,10,200
"252",20,"fitclone","recoverable",0.512174469734449,10,200
"253",21,"freq","observed",0.33973217800712,10,200
"254",21,"freq","recoverable",0.604568154520926,10,200
"255",21,"fitree","observed",0.811627196875159,10,200
"256",21,"fitree","recoverable",0.52162451048431,10,200
"257",21,"Diffusion_subclone","observed",0.363849809912127,10,200
"258",21,"Diffusion_subclone","recoverable",0.610112887154559,10,200
"259",21,"Diffusion_mutation","observed",0.793312385051631,10,200
"260",21,"Diffusion_mutation","recoverable",0.685319246266437,10,200
"261",21,"scifil","observed",0.687811583975104,10,200
"262",21,"scifil","recoverable",0.540060173264042,10,200
"263",21,"fitclone","observed",0.189508008068955,10,200
"264",21,"fitclone","recoverable",0.579935678784296,10,200
"265",22,"freq","observed",0.287232475135676,10,200
"266",22,"freq","recoverable",0.608534724156045,10,200
"267",22,"fitree","observed",0.853473817908439,10,200
"268",22,"fitree","recoverable",0.673271640039839,10,200
"269",22,"Diffusion_subclone","observed",0.293900812907528,10,200
"270",22,"Diffusion_subclone","recoverable",0.611597468030243,10,200
"271",22,"Diffusion_mutation","observed",0.775323512015568,10,200
"272",22,"Diffusion_mutation","recoverable",0.502794286839386,10,200
"273",22,"scifil","observed",0.872564346220417,10,200
"274",22,"scifil","recoverable",0.560300909151816,10,200
"275",22,"fitclone","observed",0.271806948378484,10,200
"276",22,"fitclone","recoverable",0.559369995955308,10,200
"277",23,"freq","observed",0.0887620802090851,10,200
"278",23,"freq","recoverable",0.447962581297898,10,200
"279",23,"fitree","observed",0.848470175328235,10,200
"280",23,"fitree","recoverable",0.677649876519844,10,200
"281",23,"Diffusion_subclone","observed",0.0678096578421337,10,200
"282",23,"Diffusion_subclone","recoverable",0.443606550402616,10,200
"283",23,"Diffusion_mutation","observed",0.593852166977064,10,200
"284",23,"Diffusion_mutation","recoverable",0.496978668356133,10,200
"285",23,"scifil","observed",0.839741383961938,10,200
"286",23,"scifil","recoverable",0.673794918511585,10,200
"287",23,"fitclone","observed",0.274352088881051,10,200
"288",23,"fitclone","recoverable",0.512404018788038,10,200
"289",24,"freq","observed",0.188243348861069,10,200
"290",24,"freq","recoverable",0.576673580243362,10,200
"291",24,"fitree","observed",0.720762831571301,10,200
"292",24,"fitree","recoverable",0.767412477130272,10,200
"293",24,"Diffusion_subclone","observed",0.269594207066524,10,200
"294",24,"Diffusion_subclone","recoverable",0.597238762280727,10,200
"295",24,"Diffusion_mutation","observed",0.467578043955978,10,200
"296",24,"Diffusion_mutation","recoverable",0.417472918198656,10,200
"297",24,"scifil","observed",0.722204499814277,10,200
"298",24,"scifil","recoverable",0.621467015129814,10,200
"299",24,"fitclone","observed",-0.00551769142472707,10,200
"300",24,"fitclone","recoverable",0.520451349009961,10,200
"301",25,"freq","observed",0.247279732992199,10,200
"302",25,"freq","recoverable",0.611315704063789,10,200
"303",25,"fitree","observed",0.862074616111061,10,200
"304",25,"fitree","recoverable",0.53400197233044,10,200
"305",25,"Diffusion_subclone","observed",0.293450455130778,10,200
"306",25,"Diffusion_subclone","recoverable",0.617553991668665,10,200
"307",25,"Diffusion_mutation","observed",0.783023048945012,10,200
"308",25,"Diffusion_mutation","recoverable",0.256495607790501,10,200
"309",25,"scifil","observed",0.831072998494429,10,200
"310",25,"scifil","recoverable",0.46978032373973,10,200
"311",25,"fitclone","observed",-0.189566330318975,10,200
"312",25,"fitclone","recoverable",0.544326413867704,10,200
"313",26,"freq","observed",0.257348523081674,10,200
"314",26,"freq","recoverable",0.622011392120814,10,200
"315",26,"fitree","observed",0.92646685436423,10,200
"316",26,"fitree","recoverable",0.741385284973161,10,200
"317",26,"Diffusion_subclone","observed",0.304313941915149,10,200
"318",26,"Diffusion_subclone","recoverable",0.627262620584314,10,200
"319",26,"Diffusion_mutation","observed",0.826402344352993,10,200
"320",26,"Diffusion_mutation","recoverable",0.619004306140721,10,200
"321",26,"scifil","observed",0.880532940234628,10,200
"322",26,"scifil","recoverable",0.561496548807566,10,200
"323",26,"fitclone","observed",0.142818817505305,10,200
"324",26,"fitclone","recoverable",0.581621225468061,10,200
"325",27,"freq","observed",-0.00827397924046219,10,200
"326",27,"freq","recoverable",0.530936903838787,10,200
"327",27,"fitree","observed",0.898317746107323,10,200
"328",27,"fitree","recoverable",0.726988373217874,10,200
"329",27,"Diffusion_subclone","observed",-0.0341662009881659,10,200
"330",27,"Diffusion_subclone","recoverable",0.524301520525113,10,200
"331",27,"Diffusion_mutation","observed",0.622322744173295,10,200
"332",27,"Diffusion_mutation","recoverable",0.450587670012353,10,200
"333",27,"scifil","observed",0.764752081225576,10,200
"334",27,"scifil","recoverable",0.540161969147808,10,200
"335",27,"fitclone","observed",0.664451190024871,10,200
"336",27,"fitclone","recoverable",0.673070961598202,10,200
"337",28,"freq","observed",0.0741414045579208,10,200
"338",28,"freq","recoverable",0.304505160247749,10,200
"339",28,"fitree","observed",0.729022724483176,10,200
"340",28,"fitree","recoverable",0.360439114010613,10,200
"341",28,"Diffusion_subclone","observed",0.0669131339185692,10,200
"342",28,"Diffusion_subclone","recoverable",0.302492591243776,10,200
"343",28,"Diffusion_mutation","observed",0.494000667695116,10,200
"344",28,"Diffusion_mutation","recoverable",0.238921255520679,10,200
"345",28,"scifil","observed",0.590446450225893,10,200
"346",28,"scifil","recoverable",0.31548038106337,10,200
"347",28,"fitclone","observed",0.120195814631504,10,200
"348",28,"fitclone","recoverable",0.308549327982249,10,200
"349",29,"freq","observed",0.752578675669711,10,200
"350",29,"freq","recoverable",0.172080436221209,10,200
"351",29,"fitree","observed",-0.177808268778393,10,200
"352",29,"fitree","recoverable",0.0506741678555802,10,200
"353",29,"Diffusion_subclone","observed",0.752578675669711,10,200
"354",29,"Diffusion_subclone","recoverable",0.172080436221209,10,200
"355",29,"Diffusion_mutation","observed",0.39648047303575,10,200
"356",29,"Diffusion_mutation","recoverable",0.207557590008195,10,200
"357",29,"scifil","observed",-0.130324599933048,10,200
"358",29,"scifil","recoverable",-0.0637274811532699,10,200
"359",29,"fitclone","observed",0.424013839218788,10,200
"360",29,"fitclone","recoverable",0.142431226267016,10,200
"361",30,"freq","observed",0.101676494839346,10,200
"362",30,"freq","recoverable",0.513421771514552,10,200
"363",30,"fitree","observed",0.797959603875959,10,200
"364",30,"fitree","recoverable",0.462852405759672,10,200
"365",30,"Diffusion_subclone","observed",0.0584455932593659,10,200
"366",30,"Diffusion_subclone","recoverable",0.505144322208273,10,200
"367",30,"Diffusion_mutation","observed",0.660748402148495,10,200
"368",30,"Diffusion_mutation","recoverable",0.423692482137212,10,200
"369",30,"scifil","observed",0.689175025810762,10,200
"370",30,"scifil","recoverable",0.367956960281028,10,200
"371",30,"fitclone","observed",0.0874603283876438,10,200
"372",30,"fitclone","recoverable",0.486018330540569,10,200
"373",31,"freq","observed",0.31806862737882,10,200
"374",31,"freq","recoverable",0.554953022790459,10,200
"375",31,"fitree","observed",0.948838799550222,10,200
"376",31,"fitree","recoverable",0.536836348438974,10,200
"377",31,"Diffusion_subclone","observed",0.366177753620287,10,200
"378",31,"Diffusion_subclone","recoverable",0.563578449551524,10,200
"379",31,"Diffusion_mutation","observed",0.81496427633465,10,200
"380",31,"Diffusion_mutation","recoverable",0.622305172432077,10,200
"381",31,"scifil","observed",0.853500768138777,10,200
"382",31,"scifil","recoverable",0.55686302102718,10,200
"383",31,"fitclone","observed",-0.257495996929719,10,200
"384",31,"fitclone","recoverable",0.45885970053276,10,200
"385",32,"freq","observed",0.0528047678888699,10,200
"386",32,"freq","recoverable",0.530816900203774,10,200
"387",32,"fitree","observed",0.802629521439249,10,200
"388",32,"fitree","recoverable",0.55340569247792,10,200
"389",32,"Diffusion_subclone","observed",0.066598729962055,10,200
"390",32,"Diffusion_subclone","recoverable",0.53176733336341,10,200
"391",32,"Diffusion_mutation","observed",0.598106662395505,10,200
"392",32,"Diffusion_mutation","recoverable",0.31945604879416,10,200
"393",32,"scifil","observed",0.595775533354858,10,200
"394",32,"scifil","recoverable",0.201248076746184,10,200
"395",32,"fitclone","observed",0.228789602498956,10,200
"396",32,"fitclone","recoverable",0.495332228990394,10,200
"397",33,"freq","observed",0.0651480139174889,10,200
"398",33,"freq","recoverable",0.529736988614648,10,200
"399",33,"fitree","observed",0.753263147697974,10,200
"400",33,"fitree","recoverable",0.67568524782617,10,200
"401",33,"Diffusion_subclone","observed",0.0325740069587445,10,200
"402",33,"Diffusion_subclone","recoverable",0.524735931370233,10,200
"403",33,"Diffusion_mutation","observed",0.536523240066976,10,200
"404",33,"Diffusion_mutation","recoverable",0.419139228487312,10,200
"405",33,"scifil","observed",0.944992733792512,10,200
"406",33,"scifil","recoverable",0.623708831684199,10,200
"407",33,"fitclone","observed",-0.0762370375630189,10,200
"408",33,"fitclone","recoverable",0.498011531720391,10,200
"409",34,"freq","observed",0.139647859509751,10,200
"410",34,"freq","recoverable",0.530402607887489,10,200
"411",34,"fitree","observed",0.923618022221607,10,200
"412",34,"fitree","recoverable",0.805802969916682,10,200
"413",34,"Diffusion_subclone","observed",0.129571435547453,10,200
"414",34,"Diffusion_subclone","recoverable",0.52540083487317,10,200
"415",34,"Diffusion_mutation","observed",0.47287742667675,10,200
"416",34,"Diffusion_mutation","recoverable",0.521839820008446,10,200
"417",34,"scifil","observed",0.783897770143105,10,200
"418",34,"scifil","recoverable",0.679139654061093,10,200
"419",34,"fitclone","observed",-0.0300655307300662,10,200
"420",34,"fitclone","recoverable",0.477164596620828,10,200
"421",35,"freq","observed",0.0145822689309901,10,200
"422",35,"freq","recoverable",0.461671422598412,10,200
"423",35,"fitree","observed",0.866982170987959,10,200
"424",35,"fitree","recoverable",0.671057509112325,10,200
"425",35,"Diffusion_subclone","observed",-0.00961416287468582,10,200
"426",35,"Diffusion_subclone","recoverable",0.459154996755735,10,200
"427",35,"Diffusion_mutation","observed",0.639176069737733,10,200
"428",35,"Diffusion_mutation","recoverable",0.28126856491927,10,200
"429",35,"scifil","observed",0.788768183085375,10,200
"430",35,"scifil","recoverable",0.345129341144816,10,200
"431",35,"fitclone","observed",0.175650057577836,10,200
"432",35,"fitclone","recoverable",0.493412498526104,10,200
"433",36,"freq","observed",0.344840558359094,10,200
"434",36,"freq","recoverable",0.494835295330046,10,200
"435",36,"fitree","observed",0.783703014957464,10,200
"436",36,"fitree","recoverable",0.446787291842354,10,200
"437",36,"Diffusion_subclone","observed",0.34045403658771,10,200
"438",36,"Diffusion_subclone","recoverable",0.495593375804436,10,200
"439",36,"Diffusion_mutation","observed",0.719445447910448,10,200
"440",36,"Diffusion_mutation","recoverable",0.371857557578284,10,200
"441",36,"scifil","observed",0.783620564989568,10,200
"442",36,"scifil","recoverable",0.304604180757113,10,200
"443",36,"fitclone","observed",0.215869556521747,10,200
"444",36,"fitclone","recoverable",0.439200425720371,10,200
"445",37,"freq","observed",0.249331233799585,10,200
"446",37,"freq","recoverable",0.436346073829407,10,200
"447",37,"fitree","observed",0.666469757342363,10,200
"448",37,"fitree","recoverable",0.533988953846193,10,200
"449",37,"Diffusion_subclone","observed",0.28846163627863,10,200
"450",37,"Diffusion_subclone","recoverable",0.448038041034026,10,200
"451",37,"Diffusion_mutation","observed",0.647200177404515,10,200
"452",37,"Diffusion_mutation","recoverable",0.485144913167276,10,200
"453",37,"scifil","observed",0.594311087461941,10,200
"454",37,"scifil","recoverable",0.350780203405583,10,200
"455",37,"fitclone","observed",-0.0964162652870316,10,200
"456",37,"fitclone","recoverable",0.310037821310961,10,200
"457",38,"freq","observed",0.101355789199418,10,200
"458",38,"freq","recoverable",0.539466511734056,10,200
"459",38,"fitree","observed",0.896699096477631,10,200
"460",38,"fitree","recoverable",0.707112046929334,10,200
"461",38,"Diffusion_subclone","observed",0.0900274519893283,10,200
"462",38,"Diffusion_subclone","recoverable",0.539400832162468,10,200
"463",38,"Diffusion_mutation","observed",0.827172309448626,10,200
"464",38,"Diffusion_mutation","recoverable",0.648391201111478,10,200
"465",38,"scifil","observed",0.875984995600115,10,200
"466",38,"scifil","recoverable",0.671987379576282,10,200
"467",38,"fitclone","observed",0.00234499255217163,10,200
"468",38,"fitclone","recoverable",0.478063682842542,10,200
"469",39,"freq","observed",0.20557313495088,10,200
"470",39,"freq","recoverable",0.637118424872686,10,200
"471",39,"fitree","observed",0.887893810924024,10,200
"472",39,"fitree","recoverable",0.804572152539066,10,200
"473",39,"Diffusion_subclone","observed",0.213997548914341,10,200
"474",39,"Diffusion_subclone","recoverable",0.639524504480149,10,200
"475",39,"Diffusion_mutation","observed",0.78911650031516,10,200
"476",39,"Diffusion_mutation","recoverable",0.58827611443008,10,200
"477",39,"scifil","observed",0.871125574721213,10,200
"478",39,"scifil","recoverable",0.612337924383072,10,200
"479",39,"fitclone","observed",0.190210926884539,10,200
"480",39,"fitclone","recoverable",0.611202531570998,10,200
"481",40,"freq","observed",0.259511883287613,10,200
"482",40,"freq","recoverable",0.711640811028597,10,200
"483",40,"fitree","observed",0.960629014951554,10,200
"484",40,"fitree","recoverable",0.795822100191046,10,200
"485",40,"Diffusion_subclone","observed",0.263134182755237,10,200
"486",40,"Diffusion_subclone","recoverable",0.713881866464397,10,200
"487",40,"Diffusion_mutation","observed",0.885034543862263,10,200
"488",40,"Diffusion_mutation","recoverable",0.665170480515457,10,200
"489",40,"scifil","observed",0.860554859236891,10,200
"490",40,"scifil","recoverable",0.685421685026275,10,200
"491",40,"fitclone","observed",-0.13790611544596,10,200
"492",40,"fitclone","recoverable",0.586501121174816,10,200
"493",41,"freq","observed",0.0347520477446177,10,200
"494",41,"freq","recoverable",0.577063670298918,10,200
"495",41,"fitree","observed",0.926255970979665,10,200
"496",41,"fitree","recoverable",0.850832003515418,10,200
